#                                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                  accession  query name                     accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#          ------------------- ----------           -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
WP_236995443.1@GCF_000025685.1 -          WP_236995443.1@GCF_000025685.1 -           9.1e-155  506.7  14.9    1e-154  506.5  14.9   1.0   1   0   0   1   1   1   1 -
WP_013035087.1@GCF_000025685.1 -          WP_013035087.1@GCF_000025685.1 -           2.3e-189  621.8  28.1  2.6e-189  621.7  28.1   1.0   1   0   0   1   1   1   1 -
WP_008456197.1@GCF_000337175.1 -          WP_013035087.1@GCF_000025685.1 -            5.6e-18   59.3  25.4   1.1e-15   51.8  25.4   2.2   1   1   0   1   1   1   1 -
WP_006183072.1@GCF_000230735.2 -          WP_013035087.1@GCF_000025685.1 -            2.5e-17   57.2  26.9   2.7e-16   53.8  26.9   2.0   1   1   0   1   1   1   1 -
WP_007110067.1@GCF_000731985.1 -          WP_013035087.1@GCF_000025685.1 -              6e-16   52.6  26.7   6.7e-14   45.9  26.7   2.2   1   1   0   1   1   1   1 -
WP_004043237.1@GCF_000025685.1    -          WP_004043237.1@GCF_000025685.1 -           2.1e-165  541.6  10.4  2.3e-165  541.4  10.4   1.0   1   0   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          WP_004043237.1@GCF_000025685.1 -            7.6e-85  277.8   4.5   7.6e-85  277.8   4.5   1.6   2   0   0   2   2   2   1 -
WP_008456196.1@GCF_000337175.1    -          WP_004043237.1@GCF_000025685.1 -            1.2e-84  277.2   4.6   1.2e-84  277.2   4.6   1.4   2   0   0   2   2   2   1 -
WP_015299278.1@GCF_000230735.2    -          WP_004043237.1@GCF_000025685.1 -            3.5e-84  275.6   4.7   3.5e-84  275.6   4.7   1.4   2   0   0   2   2   2   1 -
WP_006183086.1@GCF_000230735.2    -          WP_004043237.1@GCF_000025685.1 -              1e-27   90.7   2.0   1.6e-27   90.1   2.0   1.3   1   0   0   1   1   1   1 -
WP_008456175.1@GCF_000337175.1    -          WP_004043237.1@GCF_000025685.1 -            2.5e-25   82.9   3.0   3.8e-25   82.3   3.0   1.2   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          WP_004043237.1@GCF_000025685.1 -            4.5e-25   82.1   4.2   6.4e-25   81.6   4.2   1.2   1   0   0   1   1   1   1 -
WP_007110064.1@GCF_000731985.1    -          WP_004043237.1@GCF_000025685.1 -            6.9e-22   71.6   5.3   8.6e-22   71.3   5.3   1.1   1   0   0   1   1   1   1 -
WP_008456194.1@GCF_000337175.1    -          WP_004043237.1@GCF_000025685.1 -            7.3e-22   71.6   6.2   9.3e-22   71.2   6.2   1.1   1   0   0   1   1   1   1 -
WP_006183075.1@GCF_000230735.2    -          WP_004043237.1@GCF_000025685.1 -            2.2e-20   66.7   3.9   2.8e-20   66.4   3.9   1.1   1   0   0   1   1   1   1 -
WP_110516875.1@GCF_003226345.1    -          WP_004043237.1@GCF_000025685.1 -            2.3e-15   50.3   0.1   2.5e-14   46.9   0.1   1.9   1   1   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          WP_004043237.1@GCF_000025685.1 -            1.2e-09   31.6   0.0   1.4e-05   18.3   0.0   2.0   2   0   0   2   2   2   2 -
WP_004043238.1@GCF_000025685.1 -          WP_004043238.1@GCF_000025685.1 -           2.9e-129  421.9   3.0  3.3e-129  421.8   3.0   1.0   1   0   0   1   1   1   1 -
WP_167386221.1@GCF_002902305.1 -          WP_167386221.1@GCF_002902305.1 -            5.2e-49  156.5   3.7   5.7e-49  156.4   3.7   1.0   1   0   0   1   1   1   1 -
WP_103370989.1@GCF_002902305.1 -          WP_103370989.1@GCF_002902305.1 -                  0 1183.9   7.9         0 1183.8   7.9   1.0   1   0   0   1   1   1   1 -
WP_103370990.1@GCF_002902305.1 -          WP_103370990.1@GCF_002902305.1 -           8.9e-176  576.1  16.5  9.9e-176  575.9  16.5   1.0   1   0   0   1   1   1   1 -
WP_103370991.1@GCF_002902305.1 -          WP_103370991.1@GCF_002902305.1 -                  0 1417.4  51.5         0 1417.2  51.5   1.0   1   0   0   1   1   1   1 -
WP_049406746.1@GCF_002902305.1 -          WP_049406746.1@GCF_002902305.1 -           1.5e-291  960.0  33.0  1.7e-291  959.8  33.0   1.0   1   0   0   1   1   1   1 -
WP_103370992.1@GCF_002902305.1 -          WP_103370992.1@GCF_002902305.1 -                  0 1161.1   9.3         0 1161.0   9.3   1.0   1   0   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          WP_103370993.1@GCF_002902305.1 -           3.5e-169  554.2  10.9  3.9e-169  554.0  10.9   1.0   1   0   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          WP_103370993.1@GCF_002902305.1 -           1.2e-134  441.1   8.6  1.3e-134  441.0   8.6   1.0   1   0   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          WP_103370993.1@GCF_002902305.1 -           4.6e-133  435.9  11.0  5.1e-133  435.8  11.0   1.0   1   0   0   1   1   1   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          WP_103370993.1@GCF_002902305.1 -           1.2e-131  431.3   9.2  1.3e-131  431.2   9.2   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_321@GCF_900636325.1   -          WP_103370993.1@GCF_002902305.1 -            7.7e-74  242.0   5.7   8.5e-74  241.9   5.7   1.0   1   0   0   1   1   1   1 -
WP_110516892.1@GCF_003226345.1      -          WP_103370993.1@GCF_002902305.1 -            1.1e-36  120.5   0.1   1.3e-36  120.1   0.1   1.1   1   0   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          WP_103370993.1@GCF_002902305.1 -            9.9e-36  117.3   9.8   1.5e-35  116.7   9.8   1.3   1   1   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          WP_103370993.1@GCF_002902305.1 -            4.8e-35  115.0  19.8   3.4e-34  112.3  19.8   1.9   1   1   0   1   1   1   1 -
WP_186303058.1@GCF_002902305.1 -          WP_186303058.1@GCF_002902305.1 -           1.3e-129  422.7   3.0  1.5e-129  422.5   3.0   1.0   1   0   0   1   1   1   1 -
WP_103370994.1@GCF_002902305.1 -          WP_103370994.1@GCF_002902305.1 -            1.6e-45  145.1   3.7   1.8e-45  144.9   3.7   1.0   1   0   0   1   1   1   1 -
WP_103370995.1@GCF_002902305.1 -          WP_103370995.1@GCF_002902305.1 -           1.6e-224  737.2  11.1  1.8e-224  737.1  11.1   1.0   1   0   0   1   1   1   1 -
WP_002471890.1@GCF_002902305.1 -          WP_002471890.1@GCF_002902305.1 -            3.2e-39  124.7   1.0   3.5e-39  124.6   1.0   1.0   1   0   0   1   1   1   1 -
WP_103370512.1@GCF_002902305.1 -          WP_103370512.1@GCF_002902305.1 -           3.3e-123  402.8  27.8  3.7e-123  402.6  27.8   1.0   1   0   0   1   1   1   1 -
WP_103370996.1@GCF_002902305.1 -          WP_103370996.1@GCF_002902305.1 -           3.2e-241  793.1  63.2  3.5e-241  792.9  63.2   1.0   1   0   0   1   1   1   1 -
WP_103370997.1@GCF_002902305.1 -          WP_103370997.1@GCF_002902305.1 -            1.2e-88  287.6   3.5   1.4e-88  287.4   3.5   1.0   1   0   0   1   1   1   1 -
WP_103370999.1@GCF_002902305.1 -          WP_103370999.1@GCF_002902305.1 -           1.5e-137  449.3   2.2  1.6e-137  449.2   2.2   1.0   1   0   0   1   1   1   1 -
WP_070502992.1@GCF_002902305.1 -          WP_070502992.1@GCF_002902305.1 -           3.3e-207  680.2  18.0  3.6e-207  680.1  18.0   1.0   1   0   0   1   1   1   1 -
WP_103371000.1@GCF_002902305.1 -          WP_103371000.1@GCF_002902305.1 -                  0 1021.1   8.6         0 1021.0   8.6   1.0   1   0   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          WP_103159623.1@GCF_002901945.1 -           6.4e-169  553.3   9.0  7.1e-169  553.1   9.0   1.0   1   0   0   1   1   1   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          WP_103159623.1@GCF_002901945.1 -           1.2e-146  480.3   8.6  1.4e-146  480.2   8.6   1.0   1   0   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          WP_103159623.1@GCF_002901945.1 -           6.5e-138  451.8  10.3  7.2e-138  451.6  10.3   1.0   1   0   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          WP_103159623.1@GCF_002901945.1 -           1.5e-134  440.7   9.5  1.7e-134  440.6   9.5   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_321@GCF_900636325.1   -          WP_103159623.1@GCF_002901945.1 -            3.3e-80  262.8   5.7   3.7e-80  262.7   5.7   1.0   1   0   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          WP_103159623.1@GCF_002901945.1 -            9.1e-39  127.2  19.9   3.5e-38  125.3  19.9   1.7   1   1   0   1   1   1   1 -
WP_110516892.1@GCF_003226345.1      -          WP_103159623.1@GCF_002901945.1 -            2.6e-38  125.7   0.2   3.3e-38  125.4   0.2   1.1   1   0   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          WP_103159623.1@GCF_002901945.1 -            6.6e-35  114.5  13.0   1.1e-34  113.8  13.0   1.3   1   1   0   1   1   1   1 -
NZ_LR134263.1_316@GCF_900636325.1 -          NZ_LR134263.1_316@GCF_900636325.1 -            8.1e-82  264.6   2.0     9e-82  264.4   2.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_317@GCF_900636325.1 -          NZ_LR134263.1_317@GCF_900636325.1 -                  0 1103.1  25.5         0 1103.0  25.5   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_318@GCF_900636325.1 -          NZ_LR134263.1_318@GCF_900636325.1 -                  0 1320.9  38.3         0 1320.7  38.3   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_319@GCF_900636325.1 -          NZ_LR134263.1_319@GCF_900636325.1 -                  0 1510.2  60.0         0 1510.0  60.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_320@GCF_900636325.1 -          NZ_LR134263.1_320@GCF_900636325.1 -                  0 2075.4  17.7         0 2075.2  17.7   1.0   1   0   0   1   1   1   1 -
WP_179133982.1@GCF_900166625.1    -          NZ_LR134263.1_320@GCF_900636325.1 -           2.7e-118  389.8  20.2   1.4e-66  218.8   4.1   2.5   1   1   0   2   2   2   2 -
NZ_LR134263.1_321@GCF_900636325.1   -          NZ_LR134263.1_321@GCF_900636325.1 -            6.3e-87  282.2   6.3   6.9e-87  282.0   6.3   1.0   1   0   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          NZ_LR134263.1_321@GCF_900636325.1 -            1.4e-80  261.7   5.7   1.4e-80  261.7   5.7   1.7   2   0   0   2   2   2   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          NZ_LR134263.1_321@GCF_900636325.1 -              2e-79  257.9   5.7   2.9e-79  257.4   5.7   1.2   1   0   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          NZ_LR134263.1_321@GCF_900636325.1 -            1.9e-74  241.8   5.8   3.6e-74  240.9   5.8   1.5   1   0   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          NZ_LR134263.1_321@GCF_900636325.1 -            3.2e-74  241.0   6.6   3.2e-74  241.0   6.6   1.5   2   0   0   2   2   2   1 -
WP_110516892.1@GCF_003226345.1      -          NZ_LR134263.1_321@GCF_900636325.1 -              1e-23   77.6   0.6   1.9e-23   76.8   0.6   1.5   1   0   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          NZ_LR134263.1_321@GCF_900636325.1 -            2.2e-18   60.4  15.9   6.4e-18   58.9  15.9   1.9   1   1   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          NZ_LR134263.1_321@GCF_900636325.1 -            2.3e-18   60.3  13.5   4.9e-18   59.2  13.5   1.7   1   1   0   1   1   1   1 -
NZ_LR134263.1_322@GCF_900636325.1 -          NZ_LR134263.1_322@GCF_900636325.1 -           1.4e-139  455.8   2.8  1.6e-139  455.6   2.8   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_323@GCF_900636325.1 -          NZ_LR134263.1_323@GCF_900636325.1 -             1e-259  853.8  14.3  1.1e-259  853.6  14.3   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_324@GCF_900636325.1 -          NZ_LR134263.1_324@GCF_900636325.1 -           3.9e-128  418.0   9.2  4.3e-128  417.8   9.2   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_325@GCF_900636325.1 -          NZ_LR134263.1_325@GCF_900636325.1 -            9.1e-63  202.3   5.1     1e-62  202.2   5.1   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_326@GCF_900636325.1 -          NZ_LR134263.1_326@GCF_900636325.1 -            5.7e-94  305.2   8.6   6.3e-94  305.1   8.6   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_327@GCF_900636325.1 -          NZ_LR134263.1_327@GCF_900636325.1 -           1.7e-169  554.8   3.3  1.9e-169  554.7   3.3   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_328@GCF_900636325.1 -          NZ_LR134263.1_328@GCF_900636325.1 -                  0 1108.1  12.0         0 1107.9  12.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_329@GCF_900636325.1 -          NZ_LR134263.1_329@GCF_900636325.1 -           2.2e-213  700.8  15.0  2.5e-213  700.7  15.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_330@GCF_900636325.1 -          NZ_LR134263.1_330@GCF_900636325.1 -           5.5e-181  593.4  13.0  6.2e-181  593.2  13.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_331@GCF_900636325.1 -          NZ_LR134263.1_331@GCF_900636325.1 -           1.6e-174  572.1   8.0  1.8e-174  571.9   8.0   1.0   1   0   0   1   1   1   1 -
WP_110516875.1@GCF_003226345.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            1.3e-23   77.9   0.3   4.8e-23   76.0   0.3   1.8   1   1   0   1   1   1   1 -
WP_006183086.1@GCF_000230735.2    -          NZ_LR134263.1_331@GCF_900636325.1 -            3.1e-17   57.0   0.0   4.7e-17   56.4   0.0   1.2   1   0   0   1   1   1   1 -
WP_007110053.1@GCF_000731985.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            1.6e-15   51.4   0.0   2.2e-15   51.0   0.0   1.1   1   0   0   1   1   1   1 -
WP_006183075.1@GCF_000230735.2    -          NZ_LR134263.1_331@GCF_900636325.1 -              6e-15   49.5   0.0   8.8e-15   49.0   0.0   1.2   1   0   0   1   1   1   1 -
WP_008456175.1@GCF_000337175.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            7.5e-15   49.2   0.0     1e-14   48.7   0.0   1.1   1   0   0   1   1   1   1 -
WP_008456194.1@GCF_000337175.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            1.1e-14   48.7   0.0   1.7e-14   48.0   0.0   1.2   1   0   0   1   1   1   1 -
WP_007110064.1@GCF_000731985.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            3.2e-14   47.2   0.0     5e-14   46.5   0.0   1.2   1   0   0   1   1   1   1 -
WP_008456196.1@GCF_000337175.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            1.4e-11   38.5   0.0   4.3e-10   33.6   0.0   2.1   1   1   0   1   1   1   1 -
WP_007110066.1@GCF_000731985.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            2.6e-11   37.6   0.0   8.4e-10   32.7   0.0   2.1   1   1   0   1   1   1   1 -
WP_004043237.1@GCF_000025685.1    -          NZ_LR134263.1_331@GCF_900636325.1 -            1.4e-09   31.9   0.1   7.3e-08   26.3   0.1   2.1   1   1   0   1   1   1   1 -
WP_015299278.1@GCF_000230735.2    -          NZ_LR134263.1_331@GCF_900636325.1 -            3.1e-09   30.8   0.0   1.9e-07   25.0   0.0   2.3   1   1   0   1   1   1   1 -
WP_001829861.1@GCF_006742205.1 -          WP_001829861.1@GCF_006742205.1 -           1.4e-131  430.3  15.0  1.5e-131  430.2  15.0   1.0   1   0   0   1   1   1   1 -
WP_001829811.1@GCF_006742205.1 -          WP_001829811.1@GCF_006742205.1 -           2.8e-112  366.1  12.2  3.1e-112  365.9  12.2   1.0   1   0   0   1   1   1   1 -
WP_002456355.1@GCF_006742205.1 -          WP_002456355.1@GCF_006742205.1 -           1.6e-245  807.1   1.5  1.8e-245  806.9   1.5   1.0   1   0   0   1   1   1   1 -
WP_001829846.1@GCF_006742205.1 -          WP_001829846.1@GCF_006742205.1 -           6.1e-216  709.2   8.4  6.9e-216  709.0   8.4   1.0   1   0   0   1   1   1   1 -
WP_002469574.1@GCF_006742205.1 -          WP_002469574.1@GCF_006742205.1 -                  0 1050.7   4.4         0 1050.5   4.4   1.0   1   0   0   1   1   1   1 -
WP_001832974.1@GCF_006742205.1 -          WP_001832974.1@GCF_006742205.1 -             6e-127  414.5  10.1  6.6e-127  414.3  10.1   1.0   1   0   0   1   1   1   1 -
WP_002456422.1@GCF_006742205.1 -          WP_002456422.1@GCF_006742205.1 -           3.1e-110  358.6   2.0  3.4e-110  358.4   2.0   1.0   1   0   0   1   1   1   1 -
WP_002456423.1@GCF_006742205.1 -          WP_002456423.1@GCF_006742205.1 -            1.6e-46  148.4   1.2   1.8e-46  148.3   1.2   1.0   1   0   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          WP_002456424.1@GCF_006742205.1 -           6.2e-169  553.2  12.2  6.9e-169  553.0  12.2   1.0   1   0   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          WP_002456424.1@GCF_006742205.1 -             4e-138  452.3   9.6  4.5e-138  452.2   9.6   1.0   1   0   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          WP_002456424.1@GCF_006742205.1 -           3.6e-133  436.1  11.1    4e-133  435.9  11.1   1.0   1   0   0   1   1   1   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          WP_002456424.1@GCF_006742205.1 -             2e-130  427.1  10.0  2.2e-130  427.0  10.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_321@GCF_900636325.1   -          WP_002456424.1@GCF_006742205.1 -            4.9e-74  242.5   6.1   5.4e-74  242.4   6.1   1.0   1   0   0   1   1   1   1 -
WP_110516892.1@GCF_003226345.1      -          WP_002456424.1@GCF_006742205.1 -            1.5e-38  126.3   0.2   1.9e-38  126.0   0.2   1.1   1   0   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          WP_002456424.1@GCF_006742205.1 -            7.2e-34  111.0  22.4   3.6e-33  108.7  22.4   1.8   1   1   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          WP_002456424.1@GCF_006742205.1 -            4.9e-32  105.0  17.3     1e-31  103.9  17.3   1.4   1   1   0   1   1   1   1 -
WP_049387519.1@GCF_006742205.1 -          WP_049387519.1@GCF_006742205.1 -              2e-62  201.0   6.0   2.2e-62  200.9   6.0   1.0   1   0   0   1   1   1   1 -
WP_002456427.1@GCF_006742205.1 -          WP_002456427.1@GCF_006742205.1 -           2.4e-147  481.8  11.7  2.6e-147  481.6  11.7   1.0   1   0   0   1   1   1   1 -
WP_002456429.1@GCF_006742205.1 -          WP_002456429.1@GCF_006742205.1 -                  0 1080.7   4.3         0 1080.5   4.3   1.0   1   0   0   1   1   1   1 -
WP_001829851.1@GCF_006742205.1 -          WP_001829851.1@GCF_006742205.1 -           6.6e-228  748.6   2.3  7.4e-228  748.4   2.3   1.0   1   0   0   1   1   1   1 -
WP_002457867.1@GCF_006742205.1 -          WP_002457867.1@GCF_006742205.1 -            2.4e-58  187.7   2.2   2.7e-58  187.6   2.2   1.0   1   0   0   1   1   1   1 -
WP_002456430.1@GCF_006742205.1 -          WP_002456430.1@GCF_006742205.1 -           5.2e-108  351.2   3.8  5.7e-108  351.1   3.8   1.0   1   0   0   1   1   1   1 -
WP_002456431.1@GCF_006742205.1 -          WP_002456431.1@GCF_006742205.1 -           7.5e-182  596.2   7.2  8.4e-182  596.0   7.2   1.0   1   0   0   1   1   1   1 -
WP_002489635.1@GCF_006742205.1 -          WP_002489635.1@GCF_006742205.1 -                  0 1219.9   9.7         0 1219.7   9.7   1.0   1   0   0   1   1   1   1 -
NZ_PPQH01000083.1_1@GCF_002902385.1 -          NZ_PPQH01000083.1_1@GCF_002902385.1 -              6e-16   47.8   0.3   6.2e-16   47.8   0.3   1.0   1   0   0   1   1   1   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          NZ_PPQH01000083.1_2@GCF_002902385.1 -             3e-159  521.4   8.8  3.3e-159  521.2   8.8   1.0   1   0   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          NZ_PPQH01000083.1_2@GCF_002902385.1 -           1.5e-146  479.8   8.5  1.7e-146  479.6   8.5   1.0   1   0   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          NZ_PPQH01000083.1_2@GCF_002902385.1 -             2e-131  430.3  10.2  2.3e-131  430.2  10.2   1.0   1   0   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          NZ_PPQH01000083.1_2@GCF_002902385.1 -           5.3e-130  425.7  11.0    6e-130  425.5  11.0   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_321@GCF_900636325.1   -          NZ_PPQH01000083.1_2@GCF_002902385.1 -            6.9e-79  258.5   5.7   7.6e-79  258.3   5.7   1.0   1   0   0   1   1   1   1 -
WP_110516892.1@GCF_003226345.1      -          NZ_PPQH01000083.1_2@GCF_002902385.1 -            3.1e-38  125.5   0.4   3.9e-38  125.1   0.4   1.1   1   0   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          NZ_PPQH01000083.1_2@GCF_002902385.1 -            6.6e-34  111.3  14.7   1.3e-33  110.4  14.7   1.4   1   1   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          NZ_PPQH01000083.1_2@GCF_002902385.1 -            2.9e-33  109.2  21.9   1.3e-32  107.1  21.9   1.8   1   1   0   1   1   1   1 -
NZ_PPQH01000083.1_3@GCF_002902385.1 -          NZ_PPQH01000083.1_3@GCF_002902385.1 -                  0 1496.9  23.6         0 1496.7  23.6   1.0   1   0   0   1   1   1   1 -
NZ_PPQH01000083.1_4@GCF_002902385.1 -          NZ_PPQH01000083.1_4@GCF_002902385.1 -                  0 1065.4  33.7         0 1065.3  33.7   1.0   1   0   0   1   1   1   1 -
WP_082233097.1@GCF_900166625.1 -          WP_082233097.1@GCF_900166625.1 -           5.3e-182  596.2   3.3  5.9e-182  596.0   3.3   1.0   1   0   0   1   1   1   1 -
WP_082233102.1@GCF_900166625.1 -          WP_082233097.1@GCF_900166625.1 -            1.2e-17   57.6   0.2   2.1e-17   56.8   0.2   1.4   1   1   0   1   1   1   1 -
WP_082233110.1@GCF_900166625.1 -          WP_082233097.1@GCF_900166625.1 -            2.4e-11   37.0   0.2   3.1e-11   36.6   0.2   1.1   1   0   0   1   1   1   1 -
WP_179133981.1@GCF_900166625.1 -          WP_179133981.1@GCF_900166625.1 -            5.9e-32  100.5   1.6   6.4e-32  100.4   1.6   1.0   1   0   0   1   1   1   1 -
WP_082233098.1@GCF_900166625.1 -          WP_082233098.1@GCF_900166625.1 -           1.3e-295  974.1  50.1  1.5e-295  973.9  50.1   1.0   1   0   0   1   1   1   1 -
WP_179133982.1@GCF_900166625.1    -          WP_179133982.1@GCF_900166625.1 -                  0 1617.7  24.8         0 1617.6  24.8   1.0   1   0   0   1   1   1   1 -
NZ_LR134263.1_320@GCF_900636325.1 -          WP_179133982.1@GCF_900166625.1 -             1e-117  388.1  25.3   2.5e-65  214.9   7.5   3.2   1   1   3   4   4   4   4 -
WP_082233099.1@GCF_900166625.1 -          WP_082233099.1@GCF_900166625.1 -           6.1e-178  583.7  14.1  6.9e-178  583.6  14.1   1.0   1   0   0   1   1   1   1 -
WP_082233109.1@GCF_900166625.1 -          WP_082233099.1@GCF_900166625.1 -            1.2e-32  107.3   3.8   1.4e-32  107.0   3.8   1.0   1   0   0   1   1   1   1 -
WP_082233100.1@GCF_900166625.1 -          WP_082233100.1@GCF_900166625.1 -           1.6e-213  701.5  20.3  1.8e-213  701.3  20.3   1.0   1   0   0   1   1   1   1 -
WP_082233101.1@GCF_900166625.1 -          WP_082233101.1@GCF_900166625.1 -           4.1e-128  417.7   0.3  4.6e-128  417.5   0.3   1.0   1   0   0   1   1   1   1 -
WP_082233102.1@GCF_900166625.1 -          WP_082233102.1@GCF_900166625.1 -           1.6e-167  548.1   0.7  1.8e-167  547.9   0.7   1.0   1   0   0   1   1   1   1 -
WP_082233097.1@GCF_900166625.1 -          WP_082233102.1@GCF_900166625.1 -            1.8e-17   57.2   0.6   4.3e-17   55.9   0.6   1.5   1   1   0   1   1   1   1 -
WP_082233110.1@GCF_900166625.1 -          WP_082233102.1@GCF_900166625.1 -            6.5e-16   52.1   0.4     1e-15   51.4   0.4   1.3   1   1   0   1   1   1   1 -
WP_082233103.1@GCF_900166625.1      -          WP_082233103.1@GCF_900166625.1 -             7e-174  569.6   9.5  7.9e-174  569.5   9.5   1.0   1   0   0   1   1   1   1 -
WP_110516892.1@GCF_003226345.1      -          WP_082233103.1@GCF_900166625.1 -            1.2e-79  261.0   4.7   1.4e-79  260.9   4.7   1.0   1   0   0   1   1   1   1 -
WP_058381518.1@GCF_001465795.2      -          WP_082233103.1@GCF_900166625.1 -            2.4e-75  247.0   8.1   2.9e-75  246.7   8.1   1.0   1   0   0   1   1   1   1 -
WP_103370993.1@GCF_002902305.1      -          WP_082233103.1@GCF_900166625.1 -            1.9e-36  119.6   7.1   2.6e-36  119.1   7.1   1.2   1   1   0   1   1   1   1 -
WP_103159623.1@GCF_002901945.1      -          WP_082233103.1@GCF_900166625.1 -            6.1e-35  114.7  12.1   9.3e-35  114.1  12.1   1.3   1   1   0   1   1   1   1 -
NZ_PPQH01000083.1_2@GCF_002902385.1 -          WP_082233103.1@GCF_900166625.1 -              9e-35  114.1  11.7   1.6e-34  113.3  11.7   1.3   1   1   0   1   1   1   1 -
WP_002456424.1@GCF_006742205.1      -          WP_082233103.1@GCF_900166625.1 -            3.1e-33  109.1  12.5   5.3e-33  108.3  12.5   1.3   1   1   0   1   1   1   1 -
NZ_LR134263.1_321@GCF_900636325.1   -          WP_082233103.1@GCF_900166625.1 -            7.6e-22   71.8   0.7     8e-22   71.7   0.7   1.2   1   0   0   1   1   1   1 -
WP_082233104.1@GCF_900166625.1 -          WP_082233104.1@GCF_900166625.1 -           4.7e-232  762.1   1.8  5.2e-232  762.0   1.8   1.0   1   0   0   1   1   1   1 -
WP_082233105.1@GCF_900166625.1 -          WP_082233105.1@GCF_900166625.1 -           3.1e-216  709.9   2.7  3.5e-216  709.7   2.7   1.0   1   0   0   1   1   1   1 -
WP_082233106.1@GCF_900166625.1 -          WP_082233106.1@GCF_900166625.1 -           5.4e-108  351.5   5.7    6e-108  351.3   5.7   1.0   1   0   0   1   1   1   1 -
WP_082233107.1@GCF_900166625.1 -          WP_082233107.1@GCF_900166625.1 -           8.5e-130  423.3   2.0  9.5e-130  423.2   2.0   1.0   1   0   0   1   1   1   1 -
WP_082233108.1@GCF_900166625.1 -          WP_082233108.1@GCF_900166625.1 -           1.3e-103  336.8   0.5  1.4e-103  336.7   0.5   1.0   1   0   0   1   1   1   1 -
WP_082233109.1@GCF_900166625.1 -          WP_082233109.1@GCF_900166625.1 -             2e-175  574.6   8.8  2.3e-175  574.5   8.8   1.0   1   0   0   1   1   1   1 -
