Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	C3_20min_Rep_1	C3_20min_Rep_2	C3_20min_Rep_3	C3_3h_Rep_1	C3_3h_Rep_2	C3_3h_Rep_3	Control_20min_Rep_1	Control_20min_Rep_2	Control_20min_Rep_3	Control_3h_Rep_1	Control_3h_Rep_2	Control_3h_Rep_3
sense	CP000029.1	Genbank	CDS	1162480	1163826	.	-	0	ID=cds1099;Parent=gene1150;Dbxref=NCBI_GP:AAW54537.1;Name=AAW54537.1;Note=identified by match to protein family HMM PF00270%3B match to protein family HMM PF00271;gbkey=CDS;product=ATP-dependent RNA helicase%2C DEAD/DEAH box family;protein_id=AAW54537.1;transl_table=11	580.3666666666666	695.8333333333333	509.25	1494.8333333333335	890.3333333333334	1500.2	665.8333333333333	819.0	504.5	272.25	285.5	244.16666666666666
sense	CP000029.1	Genbank	CDS	1163861	1164961	.	-	0	ID=cds1100;Parent=gene1151;Dbxref=NCBI_GP:AAW54538.1;Name=AAW54538.1;Note=identified by similarity to OMNI:SA1616%3B match to protein family HMM PF01784%3B match to protein family HMM TIGR00486;gbkey=CDS;product=conserved hypothetical protein TIGR00486;protein_id=AAW54538.1;transl_table=11	323.75	436.7261904761905	322.4	977.8333333333334	551.9333333333333	872.3928571428571	368.5	463.6428571428571	261.5	209.97619047619048	196.7	166.5
sense	CP000029.1	Genbank	CDS	1164951	1165640	.	-	0	ID=cds1101;Parent=gene1152;Dbxref=NCBI_GP:AAW54539.1;Name=AAW54539.1;Note=identified by similarity to OMNI:SA1617%3B match to protein family HMM PF04816;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54539.1;transl_table=11	164.5	178.75	135.75	402.25	207.61785714285713	345.6428571428571	168.0	219.625	136.95833333333334	75.5	91.5	75.25
sense	CP000029.1	Genbank	CDS	1165795	1166901	.	-	0	ID=cds1102;Parent=gene1153;Dbxref=NCBI_GP:AAW54548.1;Name=AAW54548.1;Note=identified by similarity to EGAD:20501%3B match to protein family HMM PF00140%3B match to protein family HMM PF03979%3B match to protein family HMM PF04539%3B match to protein family HMM PF04542%3B match to protein family HMM PF04545;gbkey=CDS;gene=rpoD;product=RNA polymerase sigma-70 factor;protein_id=AAW54548.1;transl_table=11	13968.416666666666	28875.72619047619	18090.059523809527	35577.28333333333	15858.194444444445	32693.49999999999	12348.083333333332	12980.233333333334	9335.0	3835.166666666667	3875.8785714285714	3317.152777777778
sense	CP000029.1	Genbank	CDS	1167172	1168968	.	-	0	ID=cds1103;Parent=gene1154;Dbxref=NCBI_GP:AAW54549.1;Name=AAW54549.1;Note=identified by similarity to EGAD:15135%3B match to protein family HMM PF01751%3B match to protein family HMM PF01807%3B match to protein family HMM TIGR01391;gbkey=CDS;gene=dnaG;product=DNA primase;protein_id=AAW54549.1;transl_table=11	4382.2	9628.449999999999	5056.866666666667	10028.616666666665	5874.583333333334	11485.892857142857	4211.916666666666	4677.625	3567.333333333333	2221.75	2524.5000000000005	2191.8333333333335
sense	CP000029.1	Genbank	CDS	1169142	1169960	.	-	0	ID=cds1104;Parent=gene1155;Dbxref=NCBI_GP:AAW54550.1;Name=AAW54550.1;Note=identified by similarity to OMNI:NTL01SA1444%3B match to protein family HMM PF03618;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54550.1;transl_table=11	140.66666666666669	326.0333333333333	165.83333333333331	417.64285714285717	256.5	359.75	188.5	237.83333333333331	168.5	392.0	345.5	313.0
sense	CP000029.1	Genbank	CDS	1169972	1170595	.	-	0	ID=cds1105;Parent=gene1156;Dbxref=NCBI_GP:AAW54451.1;Name=AAW54451.1;Note=identified by match to protein family HMM PF00571;gbkey=CDS;product=CBS domain protein;protein_id=AAW54451.1;transl_table=11	891.3333333333333	1386.3333333333335	841.5	1157.0	896.25	1285.95	913.0	662.5	568.5	1249.5	1142.5	1067.0
sense	CP000029.1	Genbank	CDS	1170668	1170766	.	+	0	ID=cds1106;Parent=gene1157;Dbxref=NCBI_GP:AAW54452.1;Name=AAW54452.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW54452.1;transl_table=11	3634.75	3928.8333333333335	5350.833333333333	2304.5	1987.0	1552.0	3373.3333333333335	3808.5	3120.3333333333335	1697.0	2857.0	1591.0
sense	CP000029.1	Genbank	CDS	1170931	1172322	.	+	0	ID=cds1107;Parent=gene1158;Dbxref=NCBI_GP:AAW54453.1;Name=AAW54453.1;Note=identified by match to protein family HMM PF00587%3B match to protein family HMM PF03129%3B match to protein family HMM TIGR00389;gbkey=CDS;gene=glyS;product=glycyl-tRNA synthetase;protein_id=AAW54453.1;transl_table=11	5268.166666666667	26512.5	5717.571428571428	2675.166666666667	1562.3214285714284	3127.583333333333	4686.5	4547.910256410256	3206.5	7363.5	7837.826923076923	6222.75
sense	CP000029.1	Genbank	CDS	1172452	1173213	.	-	0	ID=cds1108;Parent=gene1159;Dbxref=NCBI_GP:AAW54454.1;Name=AAW54454.1;Note=identified by match to protein family HMM PF02565;gbkey=CDS;product=DNA repair protein RecO family;protein_id=AAW54454.1;transl_table=11	1318.0	4646.5	1393.3333333333333	5553.083333333333	3357.0	7712.083333333333	909.5	986.0	692.1666666666666	687.5	730.5	629.5
sense	CP000029.1	Genbank	CDS	1173239	1174138	.	-	0	ID=cds1109;Parent=gene1160;Dbxref=NCBI_GP:AAW54455.1;Name=AAW54455.1;Note=identified by similarity to EGAD:30708%3B match to protein family HMM PF00013%3B match to protein family HMM TIGR00231%3B match to protein family HMM TIGR00436%3B match to protein family HMM TIGR00650;gbkey=CDS;gene=era;product=GTP-binding protein Era;protein_id=AAW54455.1;transl_table=11	473.0	1633.0	429.125	989.5333333333333	465.5	1154.5434782608695	681.0	827.0	493.5	711.5	750.5	637.8333333333333
sense	CP000029.1	Genbank	CDS	1174138	1174542	.	-	0	ID=cds1110;Parent=gene1161;Dbxref=NCBI_GP:AAW54456.1;Name=AAW54456.1;Note=identified by similarity to EGAD:8728%3B match to protein family HMM PF00383%3B match to protein family HMM TIGR01354;gbkey=CDS;gene=cdd;product=cytidine deaminase;protein_id=AAW54456.1;transl_table=11	659.0	1513.0	790.125	934.0	449.0	818.5	1092.5	981.0	714.5	1222.0	1241.0	1002.0
sense	CP000029.1	Genbank	CDS	1174542	1174898	.	-	0	ID=cds1111;Parent=gene1162;Dbxref=NCBI_GP:AAW54464.1;Name=AAW54464.1;Note=identified by similarity to EGAD:11045%3B match to protein family HMM PF01219;gbkey=CDS;gene=dgkA;product=diacylglycerol kinase;protein_id=AAW54464.1;transl_table=11	124.83333333333333	405.5	144.0	241.5	124.66666666666667	277.9166666666667	170.0	190.75	122.0	247.5	220.58333333333334	210.75
sense	CP000029.1	Genbank	CDS	1174900	1175367	.	-	0	ID=cds1112;Parent=gene1163;Dbxref=NCBI_GP:AAW54465.1;Name=AAW54465.1;Note=identified by match to protein family HMM PF02130%3B match to protein family HMM TIGR00043;gbkey=CDS;product=conserved hypothetical protein TIGR00043;protein_id=AAW54465.1;transl_table=11	416.25	1036.0	349.5	725.0	421.0	763.0	576.35	605.3333333333333	398.0	876.1666666666667	672.8333333333333	677.1666666666667
sense	CP000029.1	Genbank	CDS	1175368	1176315	.	-	0	ID=cds1113;Parent=gene1164;Dbxref=NCBI_GP:AAW54466.1;Name=AAW54466.1;Note=identified by match to protein family HMM PF02562;gbkey=CDS;product=PhoH family protein;protein_id=AAW54466.1;transl_table=11	429.5833333333333	1173.2	516.9166666666667	792.9166666666667	389.7	692.3666666666667	706.7	775.5	520.3333333333333	1254.6666666666665	1017.1666666666667	997.6666666666666
sense	CP000029.1	Genbank	CDS	1176601	1177284	.	-	0	ID=cds1114;Parent=gene1165;Dbxref=NCBI_GP:AAW54467.1;Name=AAW54467.1;Note=identified by similarity to OMNI:SA1629;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54467.1;transl_table=11	467.0	515.1666666666666	385.75	855.25	481.95	686.5000000000001	575.0	714.0	454.0	1853.142857142857	1791.0	1482.3333333333333
sense	CP000029.1	Genbank	CDS	1177300	1178289	.	-	0	ID=cds1115;Parent=gene1166;Dbxref=NCBI_GP:AAW54468.1;Name=AAW54468.1;Note=identified by similarity to OMNI:SA1630;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54468.1;transl_table=11	1016.0	1436.6666666666667	695.5	1849.2666666666669	1045.8333333333333	1549.0	1348.0	1001.6	685.5	3026.5	2773.5	2074.0
sense	CP000029.1	Genbank	CDS	1178304	1179014	.	-	0	ID=cds1116;Parent=gene1167;Dbxref=NCBI_GP:AAW54469.1;Name=AAW54469.1;Note=identified by similarity to OMNI:SA1631;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54469.1;transl_table=11	942.25	1275.25	739.5	1272.2	754.7	937.0	1350.5	992.5	714.7	7904.0	6652.5	7031.5
sense	CP000029.1	Genbank	CDS	1179528	1179638	.	-	0	ID=cds1117;Parent=gene1168;Dbxref=NCBI_GP:AAW54470.1;Name=AAW54470.1;Note=identified by Glimmer2%3B putative;gbkey=CDS;product=hypothetical protein;protein_id=AAW54470.1;transl_table=11	19.5	75.0	27.0	51.53333333333333	26.0	61.0	35.25	53.0	23.333333333333336	8.5	3.0	6.0
sense	CP000029.1	Genbank	CDS	1179860	1180036	.	-	0	ID=cds1118;Parent=gene1169;Dbxref=NCBI_GP:AAW54471.1;Name=AAW54471.1;Note=identified by match to protein family HMM PF01165%3B match to protein family HMM TIGR00030;gbkey=CDS;gene=rpsU;product=ribosomal protein S21;protein_id=AAW54471.1;transl_table=11	178782.41515151522	218452.92424242425	266931.0766233766	156464.61666666664	133159.97424242424	135958.7857142857	195864.77619047626	195196.25043290053	145767.0	113938.40952380953	96641.59090909088	107755.20952380949
sense	CP000029.1	Genbank	CDS	1180162	1181508	.	-	0	ID=cds1119;Parent=gene1170;Dbxref=NCBI_GP:AAW54472.1;Name=AAW54472.1;Note=identified by similarity to OMNI:SA1633%3B match to protein family HMM PF00919%3B match to protein family HMM PF01938%3B match to protein family HMM PF04055%3B match to protein family HMM TIGR00089%3B match to protein family HMM TIGR01579;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54472.1;transl_table=11	12717.25	38552.96666666667	15995.9	16279.983333333335	7639.416666666667	25722.733333333334	6835.899999999999	6880.9333333333325	4632.933333333333	1633.8666666666668	2243.7333333333336	1292.2333333333336
sense	CP000029.1	Genbank	CDS	1181514	1182275	.	-	0	ID=cds1120;Parent=gene1171;Dbxref=NCBI_GP:AAW54480.1;Name=AAW54480.1;Note=identified by match to protein family HMM PF04452%3B match to protein family HMM TIGR00046;gbkey=CDS;product=conserved hypothetical protein TIGR00046;protein_id=AAW54480.1;transl_table=11	1647.0	5459.533333333333	2541.7	3760.95	1996.0833333333335	4942.533333333333	1473.5	1551.2499999999998	1109.8333333333335	870.0	946.0833333333334	772.5
sense	CP000029.1	Genbank	CDS	1182268	1183206	.	-	0	ID=cds1121;Parent=gene1172;Dbxref=NCBI_GP:AAW54481.1;Name=AAW54481.1;Note=identified by match to protein family HMM TIGR00406;gbkey=CDS;gene=prmA;product=ribosomal protein L11 methyltransferase;protein_id=AAW54481.1;transl_table=11	1453.0	3048.142857142857	2203.1666666666665	6278.419298245613	2924.892857142857	5455.416666666666	1880.2	2141.2261904761904	1502.75	1602.142857142857	1621.1666666666665	1513.3333333333333
sense	CP000029.1	Genbank	CDS	1183210	1184331	.	-	0	ID=cds1122;Parent=gene1173;Dbxref=NCBI_GP:AAW54482.1;Name=AAW54482.1;Note=identified by similarity to SP:P45555%3B match to protein family HMM PF00226%3B match to protein family HMM PF00684%3B match to protein family HMM PF01556;gbkey=CDS;gene=dnaJ;product=dnaJ protein;protein_id=AAW54482.1;transl_table=11	873.05	1256.8333333333333	818.0333333333333	4469.142857142857	1469.4761904761904	3559.25	1178.1666666666667	1146.8333333333335	755.75	844.0833333333333	759.5833333333334	621.6428571428571
sense	CP000029.1	Genbank	CDS	1184476	1186305	.	-	0	ID=cds1123;Parent=gene1174;Dbxref=NCBI_GP:AAW54483.1;Name=AAW54483.1;Note=identified by similarity to EGAD:20969%3B match to protein family HMM PF00012;gbkey=CDS;gene=dnaK;product=dnaK protein;protein_id=AAW54483.1;transl_table=11	3130.6743589743583	5107.816666666667	3321.392857142858	14902.987179487183	5105.666666666667	11659.9	3479.0	4031.333333333334	2524.083333333333	4468.457575757575	3940.987179487179	3069.666666666667
sense	CP000029.1	Genbank	CDS	1186361	1186993	.	-	0	ID=cds1124;Parent=gene1175;Dbxref=NCBI_GP:AAW54484.1;Name=AAW54484.1;Note=identified by similarity to SP:P15874%3B match to protein family HMM PF01025;gbkey=CDS;gene=grpE;product=heat shock protein GrpE;protein_id=AAW54484.1;transl_table=11	779.0	983.5333333333333	795.8333333333334	3852.75	1413.4444444444443	3132.5	1251.3000000000002	1366.5	1064.3333333333333	1222.3333333333333	1140.0	757.3333333333334
sense	CP000029.1	Genbank	CDS	1187022	1187999	.	-	0	ID=cds1125;Parent=gene1176;Dbxref=NCBI_GP:AAW54485.1;Name=AAW54485.1;Note=identified by similarity to EGAD:15810%3B match to protein family HMM PF01628%3B match to protein family HMM TIGR00331;gbkey=CDS;gene=hrcA;product=heat-inducible transcription repressor HrcA;protein_id=AAW54485.1;transl_table=11	1397.7	4258.2	1182.7777777777776	7020.9047619047615	3495.166666666667	7610.0	1239.5	1095.0	825.1666666666666	1691.6666666666667	1253.5	993.6428571428571
sense	CP000029.1	Genbank	CDS	1188099	1189223	.	-	0	ID=cds1126;Parent=gene1177;Dbxref=NCBI_GP:AAW54486.1;Name=AAW54486.1;Note=identified by similarity to SP:P54304%3B match to protein family HMM PF02473%3B match to protein family HMM PF04055%3B match to protein family HMM TIGR00539;gbkey=CDS;product=oxygen-independent coproporphyrinogen III oxidase%2C putative;protein_id=AAW54486.1;transl_table=11	222.2777777777778	430.08333333333337	256.5	1034.9583333333335	533.95	878.5333333333334	273.2	325.0	174.0	140.5	106.25	90.33333333333333
sense	CP000029.1	Genbank	CDS	1189342	1191165	.	-	0	ID=cds1127;Parent=gene1178;Dbxref=NCBI_GP:AAW54487.1;Name=AAW54487.1;Note=identified by match to protein family HMM PF00009%3B match to protein family HMM PF00679%3B match to protein family HMM PF03144%3B match to protein family HMM TIGR00231%3B match to protein family HMM TIGR01393;gbkey=CDS;product=GTP-binding protein LepA;protein_id=AAW54487.1;transl_table=11	5464.833333333334	13335.75	6083.916666666667	9165.227777777776	7853.116666666666	10650.767857142857	5286.583333333334	6712.993589743589	4464.416666666666	5495.743589743589	6736.25	3833.8333333333335
sense	CP000029.1	Genbank	CDS	1191458	1191709	.	+	0	ID=cds1128;Parent=gene1179;Dbxref=NCBI_GP:AAW54494.1;Name=AAW54494.1;Note=identified by match to protein family HMM PF01649%3B match to protein family HMM TIGR00029;gbkey=CDS;gene=rpsT;product=ribosomal protein S20;protein_id=AAW54494.1;transl_table=11	174360.95	200607.03333333338	156791.81666666674	131930.19999999998	101408.33333333333	134089.53333333333	229774.61666666676	145474.40000000002	109641.94999999998	23738.416666666664	15423.5	20720.833333333332
sense	CP000029.1	Genbank	CDS	1191827	1192801	.	-	0	ID=cds1129;Parent=gene1180;Dbxref=NCBI_GP:AAW54495.1;Name=AAW54495.1;Note=identified by similarity to OMNI:SA1643;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54495.1;transl_table=11	1188.6666666666667	1690.5	1376.5833333333335	1964.6761904761904	1545.75	1869.7	1007.8333333333333	1179.5	915.1666666666667	693.5	859.0	659.5
sense	CP000029.1	Genbank	CDS	1192846	1195062	.	-	0	ID=cds1130;Parent=gene1181;Dbxref=NCBI_GP:AAW54496.1;Name=AAW54496.1;Note=identified by match to protein family HMM PF00753%3B match to protein family HMM PF03772%3B match to protein family HMM TIGR00360%3B match to protein family HMM TIGR00361;gbkey=CDS;product=competence protein ComEC/Rec2%2C putative;protein_id=AAW54496.1;transl_table=11	394.3666666666667	1184.142857142857	570.3611111111111	1370.0	950.9761904761904	1621.6761904761904	271.0	300.75	217.83333333333334	261.1428571428571	288.4761904761905	298.25
sense	CP000029.1	Genbank	CDS	1195066	1195527	.	-	0	ID=cds1131;Parent=gene1182;Dbxref=NCBI_GP:AAW54497.1;Name=AAW54497.1;Note=identified by similarity to EGAD:23914%3B match to protein family HMM PF00383;gbkey=CDS;product=comE operon protein 2;protein_id=AAW54497.1;transl_table=11	933.0	3052.5	989.0	1585.5	1050.5	1959.8333333333333	622.0	533.0	370.5	868.0	739.8333333333333	783.5
sense	CP000029.1	Genbank	CDS	1195607	1196281	.	-	0	ID=cds1132;Parent=gene1183;Dbxref=NCBI_GP:AAW54498.1;Name=AAW54498.1;Note=identified by similarity to OMNI:NTL01LL1813%3B match to protein family HMM PF00633%3B match to protein family HMM TIGR00426;gbkey=CDS;product=comE operon protein 1%2C putative;protein_id=AAW54498.1;transl_table=11	122.0	158.12500000000003	107.5	487.0	324.75	515.0	69.66666666666666	93.66666666666667	69.91666666666667	8.0	10.0	9.325
sense	CP000029.1	Genbank	CDS	1196340	1197059	.	-	0	ID=cds1133;Parent=gene1184;Dbxref=NCBI_GP:AAW54499.1;Name=AAW54499.1;Note=identified by similarity to OMNI:SA1647;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54499.1;transl_table=11	2261.916666666667	16023.333333333334	2818.0	5690.833333333334	3629.866666666667	10593.833333333334	2220.5	2368.333333333333	1707.5	1397.8333333333333	1392.0	1332.7
sense	CP000029.1	Genbank	CDS	1197062	1197415	.	-	0	ID=cds1134;Parent=gene1185;Dbxref=NCBI_GP:AAW54500.1;Name=AAW54500.1;Note=identified by match to protein family HMM PF02410%3B match to protein family HMM TIGR00090;gbkey=CDS;product=iojap-related protein;protein_id=AAW54500.1;transl_table=11	896.0333333333333	8317.111111111111	1085.05	2765.0333333333333	1621.0	5021.0	785.0	776.0	531.8666666666668	662.0	621.5833333333334	630.0
sense	CP000029.1	Genbank	CDS	1197416	1198000	.	-	0	ID=cds1135;Parent=gene1186;Dbxref=NCBI_GP:AAW54501.1;Name=AAW54501.1;Note=identified by similarity to OMNI:SA1649%3B match to protein family HMM PF01966%3B match to protein family HMM TIGR00488;gbkey=CDS;product=conserved hypothetical protein TIGR00488;protein_id=AAW54501.1;transl_table=11	938.5	3971.166666666667	936.55	2771.083333333333	1768.8333333333333	3288.25	944.125	1004.45	676.6666666666666	810.0	832.0833333333334	718.5
sense	CP000029.1	Genbank	CDS	1197987	1198562	.	-	0	ID=cds1136;Parent=gene1187;Dbxref=NCBI_GP:AAW54510.1;Name=AAW54510.1;Note=identified by similarity to OMNI:SA1650%3B match to protein family HMM PF01467%3B match to protein family HMM TIGR00125%3B match to protein family HMM TIGR00482;gbkey=CDS;gene=nadD;product=nicotinate (nicotinamide) nucleotide adenylyltransferase;protein_id=AAW54510.1;transl_table=11	232.0	309.75	228.5	666.0	325.33333333333337	513.25	239.125	281.0	189.0	153.91666666666666	144.95	110.75
sense	CP000029.1	Genbank	CDS	1198559	1198852	.	-	0	ID=cds1137;Parent=gene1188;Dbxref=NCBI_GP:AAW54511.1;Name=AAW54511.1;Note=identified by match to protein family HMM PF01985%3B match to protein family HMM TIGR00253;gbkey=CDS;product=conserved hypothetical protein TIGR00253;protein_id=AAW54511.1;transl_table=11	114.5	144.0	134.5	227.83333333333334	133.0	240.41666666666666	148.33333333333331	142.0	99.0	70.0	71.0	59.0
sense	CP000029.1	Genbank	CDS	1198852	1199661	.	-	0	ID=cds1138;Parent=gene1189;Dbxref=NCBI_GP:AAW54512.1;Name=AAW54512.1;Note=identified by similarity to EGAD:45757%3B match to protein family HMM PF01488%3B match to protein family HMM TIGR00507;gbkey=CDS;gene=aroE;product=shikimate 5-dehydrogenase;protein_id=AAW54512.1;transl_table=11	503.66666666666663	523.8333333333333	535.75	908.0833333333334	437.5833333333333	755.9166666666667	576.0	614.8333333333334	434.5	206.4142857142857	264.0	228.83333333333334
sense	CP000029.1	Genbank	CDS	1199677	1200777	.	-	0	ID=cds1139;Parent=gene1190;Dbxref=NCBI_GP:AAW54513.1;Name=AAW54513.1;Note=identified by match to protein family HMM PF01926;gbkey=CDS;product=GTP-binding protein%2C putative;protein_id=AAW54513.1;transl_table=11	778.9999999999999	1076.75	757.3333333333331	2474.1111111111113	1178.3333333333335	1954.7833333333333	855.8333333333333	901.9999999999998	527.9166666666665	685.0833333333334	548.0166666666667	542.6666666666666
sense	CP000029.1	Genbank	CDS	1200778	1201305	.	-	0	ID=cds1140;Parent=gene1191;Dbxref=NCBI_GP:AAW54514.1;Name=AAW54514.1;Note=identified by similarity to OMNI:SA1654%3B match to protein family HMM TIGR01662%3B match to protein family HMM TIGR01668;gbkey=CDS;product=hydrolase%2C HAD-superfamily%2C subfamily IIIA;protein_id=AAW54514.1;transl_table=11	164.66666666666666	282.83333333333337	175.0	597.0	260.3333333333333	458.5	167.0	190.16666666666669	128.5	170.5	160.0	126.66666666666666
sense	CP000029.1	Genbank	CDS	1201325	1202011	.	-	0	ID=cds1141;Parent=gene1192;Dbxref=NCBI_GP:AAW54515.1;Name=AAW54515.1;Note=identified by similarity to EGAD:16140%3B match to protein family HMM PF01048%3B match to protein family HMM TIGR01704;gbkey=CDS;gene=mtn;product=5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase;protein_id=AAW54515.1;transl_table=11	456.0833333333333	783.75	346.16666666666663	679.8666666666667	448.5833333333333	692.5	394.1666666666667	371.83333333333337	205.08333333333331	332.0	217.5	272.3333333333333
sense	CP000029.1	Genbank	CDS	1202210	1203454	.	-	0	ID=cds1142;Parent=gene1193;Dbxref=NCBI_GP:AAW54516.1;Name=AAW54516.1;Note=identified by similarity to OMNI:SA1659;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54516.1;transl_table=11	1829.7916666666667	3015.7833333333333	3135.3333333333335	4078.5	2986.45	2864.45	1808.5	2026.0	1579.7	2852.0	2696.5	1728.5
sense	CP000029.1	Genbank	CDS	1203466	1204224	.	-	0	ID=cds1143;Parent=gene1194;Dbxref=NCBI_GP:AAW54525.1;Name=AAW54525.1;Note=identified by similarity to OMNI:SA1660%3B match to protein family HMM PF03746;gbkey=CDS;product=LamB/YcsF family;protein_id=AAW54525.1;transl_table=11	104.5	542.75	153.0	305.29166666666663	144.83333333333331	454.8666666666667	111.83333333333333	115.25	76.45	303.07142857142856	347.5	249.5
sense	CP000029.1	Genbank	CDS	1204221	1205582	.	-	0	ID=cds1144;Parent=gene1195;Dbxref=NCBI_GP:AAW54526.1;Name=AAW54526.1;Note=identified by match to protein family HMM PF00289%3B match to protein family HMM PF02785%3B match to protein family HMM PF02786;gbkey=CDS;product=acetyl-CoA carboxylase%2C biotin carboxylase%2C putative;protein_id=AAW54526.1;transl_table=11	91.33333333333333	247.58333333333334	112.0	311.2595238095238	198.2	327.49999999999994	94.875	104.75	55.7	414.25	354.0	240.23333333333332
sense	CP000029.1	Genbank	CDS	1205593	1206033	.	-	0	ID=cds1145;Parent=gene1196;Dbxref=NCBI_GP:AAW54527.1;Name=AAW54527.1;Note=identified by match to protein family HMM PF00364;gbkey=CDS;product=acetyl-CoA carboxylase%2C biotin carboxyl carrier protein%2C putative;protein_id=AAW54527.1;transl_table=11	28.333333333333332	44.5	29.0	128.25	65.5	117.83333333333333	31.833333333333332	31.333333333333332	29.5	154.33333333333331	154.66666666666666	94.5
sense	CP000029.1	Genbank	CDS	1206034	1207038	.	-	0	ID=cds1146;Parent=gene1197;Dbxref=NCBI_GP:AAW54528.1;Name=AAW54528.1;Note=identified by match to protein family HMM PF02626%3B match to protein family HMM TIGR00724;gbkey=CDS;product=urea amidolyase-related protein;protein_id=AAW54528.1;transl_table=11	128.33333333333331	290.2	250.41666666666666	571.7575757575758	422.5	472.5833333333333	143.5	185.75	119.03333333333333	277.6666666666667	316.0	201.0
sense	CP000029.1	Genbank	CDS	1207028	1207759	.	-	0	ID=cds1147;Parent=gene1198;Dbxref=NCBI_GP:AAW54529.1;Name=AAW54529.1;Note=identified by similarity to OMNI:SA1664%3B match to protein family HMM PF02682%3B match to protein family HMM TIGR00370;gbkey=CDS;product=conserved hypothetical protein TIGR00370;protein_id=AAW54529.1;transl_table=11	208.36666666666667	491.74999999999994	307.5	237.26666666666665	157.0	313.83333333333337	191.64285714285714	260.1428571428571	194.0	455.66666666666663	444.0	371.5
sense	CP000029.1	Genbank	CDS	1208279	1208761	.	-	0	ID=cds1148;Parent=gene1199;Dbxref=NCBI_GP:AAW54530.1;Name=AAW54530.1;Note=identified by similarity to EGAD:14951%3B match to protein family HMM PF01797;gbkey=CDS;product=transposase%2C IS200 family;protein_id=AAW54530.1;transl_table=11	353.1499999999997	1289.8166666666605	468.06666666666626	1220.649999999996	904.1666666666689	2340.676190476209	147.33333333333343	142.50000000000003	125.49999999999994	83.61111111111107	89.53333333333332	94.66666666666664
sense	CP000029.1	Genbank	CDS	1209059	1209535	.	-	0	ID=cds1149;Parent=gene1200;Dbxref=NCBI_GP:AAW54531.1;Name=AAW54531.1;Note=identified by similarity to SP:P80240%3B match to protein family HMM PF01272%3B match to protein family HMM PF03449%3B match to protein family HMM TIGR01462;gbkey=CDS;gene=greA;product=transcription elongation factor GreA;protein_id=AAW54531.1;transl_table=11	9075.0	14493.25	9923.5	17260.083333333336	9693.0	14130.366666666667	6141.642857142857	5967.166666666667	4238.833333333334	1101.0	1123.611111111111	1017.5
sense	CP000029.1	Genbank	CDS	1209566	1210189	.	-	0	ID=cds1150;Parent=gene1201;Dbxref=NCBI_GP:AAW54540.1;Name=AAW54540.1;Note=identified by similarity to EGAD:110007%3B match to protein family HMM PF00485%3B match to protein family HMM TIGR00235;gbkey=CDS;gene=udk;product=uridine kinase;protein_id=AAW54540.1;transl_table=11	1855.5	2918.833333333333	2206.3333333333335	5925.533333333333	2477.083333333333	4367.333333333333	1549.0	1918.0	1203.0	418.0	502.5	350.25
sense	CP000029.1	Genbank	CDS	1210189	1211457	.	-	0	ID=cds1151;Parent=gene1202;Dbxref=NCBI_GP:AAW54541.1;Name=AAW54541.1;Note=identified by match to protein family HMM PF01136;gbkey=CDS;product=peptidase%2C U32 family;protein_id=AAW54541.1;transl_table=11	4872.333333333334	7414.783333333333	4494.166666666667	12189.45	4625.0	9763.783333333333	3525.333333333334	3504.1666666666665	2106.6499999999996	613.0	723.5	597.5
sense	CP000029.1	Genbank	CDS	1211475	1212398	.	-	0	ID=cds1152;Parent=gene1203;Dbxref=NCBI_GP:AAW54542.1;Name=AAW54542.1;Note=identified by match to protein family HMM PF01136;gbkey=CDS;product=peptidase%2C U32 family;protein_id=AAW54542.1;transl_table=11	2711.0	4136.166666666667	2195.2	6730.583333333334	2644.0	5530.916666666666	1648.6666666666665	1762.0	1110.325	309.0	352.5	275.0
sense	CP000029.1	Genbank	CDS	1212401	1213036	.	-	0	ID=cds1153;Parent=gene1204;Dbxref=NCBI_GP:AAW54543.1;Name=AAW54543.1;Note=identified by match to protein family HMM PF01596;gbkey=CDS;product=O-methyltransferase family protein;protein_id=AAW54543.1;transl_table=11	1925.0	4769.666666666667	1883.2	4693.499999999999	2431.5	4505.7380952380945	1235.5	1452.0	912.625	273.0	315.0	281.0
sense	CP000029.1	Genbank	CDS	1213465	1213773	.	-	0	ID=cds1154;Parent=gene1205;Dbxref=NCBI_GP:AAW54544.1;Name=AAW54544.1;Note=identified by similarity to OMNI:SA1670;gbkey=CDS;product=conserved hypothetical protein;protein_id=AAW54544.1;transl_table=11	3420.0	7299.316666666667	5614.166666666666	7309.7	5228.25	7242.916666666667	2001.25	2026.0333333333333	1603.0833333333333	2709.125	2779.0	2365.125
