#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NZ_JHVN01000001.1_341-Anoxybacillus_A_tepidamans_A -            415 AHH                  PF14412.9    112   2.7e-13   46.4   0.9   1   1   3.6e-16   5.2e-13   45.5   0.3     8   108   312   402   306   406 0.91 -
JAIUNY010000015.1_54-UphvI-Ar2_sp020161505    -            426 PT-HINT              PF07591.14   137   7.5e-22   74.5   0.0   1   1   8.6e-24   1.4e-21   73.6   0.0     9   137   192   317   184   317 0.89 -
QQVO01000060.1_133-MB-PLM-1_sp003388505       -            908 PT-HINT              PF07591.14   137   3.5e-21   72.3   0.0   1   1   3.7e-23     6e-21   71.6   0.0     2   136   555   694   554   695 0.86 -
JACMIS010000091.1_2-JACMIU01_sp014381035      -            462 PT-HINT              PF07591.14   137   3.1e-18   62.8   0.4   1   1   3.2e-20   5.1e-18   62.1   0.4     4   137   231   363   229   363 0.81 -
JACMIS010000091.1_2-JACMIU01_sp014381035 -            462 PT-TG                PF14449.9     69   3.3e-12   42.6   0.5   1   1   4.9e-13     7e-10   35.2   0.1     1    60   152   211   152   218 0.93 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   1  14   2.3e-17   1.1e-14   51.2   0.0     1    50    62   110    62   110 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   2  14   1.9e-15     9e-13   45.1   0.2     2    50   114   160   113   160 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   3  14   4.6e-18   2.2e-15   53.5   0.7     1    50   163   211   163   211 0.98 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   4  14   3.9e-18   1.9e-15   53.7   0.4     1    50   214   261   214   261 0.96 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   5  14   2.2e-14   1.1e-11   41.7   0.5     1    49   264   310   264   311 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   6  14   4.2e-15     2e-12   44.0   0.8     1    50   314   361   314   361 0.98 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   7  14   8.5e-12   4.1e-09   33.4   0.1     1    32   364   395   364   404 0.88 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   8  14   8.8e-15   4.2e-12   43.0   0.6     2    50   498   545   497   545 0.95 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4   9  14   1.9e-16     9e-14   48.3   0.5     1    50   548   595   548   595 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4  10  14   3.4e-15   1.6e-12   44.3   0.4     1    50   598   646   598   646 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4  11  14   1.2e-18   5.7e-16   55.3   0.5     1    50   649   697   649   697 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4  12  14   7.6e-14   3.7e-11   39.9   0.2     1    50   700   747   700   747 0.98 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4  13  14   4.4e-15   2.1e-12   43.9   0.2     1    50   750   798   750   798 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1                 PF00415.21    50  3.7e-181  584.2  78.4  14  14   2.8e-11   1.3e-08   31.7   0.1     1    33   801   833   801   844 0.93 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   1  13   1.3e-09     6e-07   26.4   0.2     5    49   124   166   123   167 0.96 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   2  13   1.6e-16   7.9e-14   48.5   0.2     1    50   170   217   170   217 0.98 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   3  13   2.7e-15   1.3e-12   44.6   0.4     1    50   220   267   220   267 0.97 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   4  13   3.6e-15   1.7e-12   44.2   0.2     1    50   270   317   270   317 0.98 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   5  13   1.2e-13   5.8e-11   39.3   0.6     1    50   320   367   320   367 0.98 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   6  13   3.2e-09   1.5e-06   25.2   0.1     1    50   370   417   370   417 0.93 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   7  13     1e-08     5e-06   23.5   0.1     1    50   470   517   470   517 0.96 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   8  13     5e-13   2.4e-10   37.3   0.0     1    50   520   567   520   567 0.97 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4   9  13   3.7e-16   1.8e-13   47.4   0.3     1    50   570   617   570   617 0.98 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4  10  13   2.4e-13   1.2e-10   38.4   0.1     1    50   620   666   620   666 0.96 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4  11  13   5.1e-12   2.5e-09   34.1   1.0     1    50   669   716   669   716 0.97 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4  12  13   5.5e-09   2.6e-06   24.4   0.2     6    50   724   766   719   766 0.95 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1                 PF00415.21    50  1.9e-136  441.0  70.4  13  13   4.6e-12   2.2e-09   34.3   1.3     1    50   769   816   769   816 0.97 -
CADDZP010000074.1_3-CADDZP01_sp902812475 -           1928 RCC1                 PF00415.21    50   7.2e-46  151.1  35.1   1   3   1.5e-11   7.4e-09   32.6   1.3     1    50   116   166   116   166 0.92 -
CADDZP010000074.1_3-CADDZP01_sp902812475 -           1928 RCC1                 PF00415.21    50   7.2e-46  151.1  35.1   2   3   4.4e-12   2.1e-09   34.3   0.8     1    50   218   268   218   268 0.95 -
CADDZP010000074.1_3-CADDZP01_sp902812475 -           1928 RCC1                 PF00415.21    50   7.2e-46  151.1  35.1   3   3   5.5e-15   2.6e-12   43.6   0.8     1    47   270   314   270   317 0.95 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   1  14   1.1e-11   5.1e-09   32.2   0.0     3    30    48    75    48    75 0.98 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   2  14   1.1e-10   5.4e-08   28.9   0.2     1    29    97   125    97   126 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   3  14   2.7e-16   1.3e-13   46.9   1.1     1    30   147   176   147   176 0.98 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   4  14   3.9e-17   1.8e-14   49.5   1.1     1    30   198   227   198   227 0.98 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   5  14   3.8e-14   1.8e-11   40.0   0.5     1    29   248   276   248   277 0.96 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   6  14   4.6e-09   2.2e-06   23.8   3.6     3    30   300   327   298   327 0.91 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   7  14   1.5e-12   7.4e-10   34.9   1.0     1    30   348   377   348   377 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   8  14   3.4e-12   1.6e-09   33.8   1.5     2    30   482   510   481   510 0.94 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8   9  14   9.2e-14   4.4e-11   38.8   0.4     3    30   534   561   533   561 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8  10  14   3.1e-11   1.5e-08   30.7   2.9     3    29   584   610   582   611 0.94 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8  11  14   1.3e-16   6.5e-14   47.8   1.0     1    30   633   662   633   662 0.98 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8  12  14   9.5e-16   4.5e-13   45.1   0.3     1    29   684   712   684   713 0.97 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8  13  14   9.6e-13   4.6e-10   35.5   0.9     1    30   734   763   734   763 0.96 -
CADDYS010000090.1_3-CADDYS01_sp902810715 -           2100 RCC1_2               PF13540.9     30  4.2e-144  462.7  95.8  14  14   1.5e-12   7.2e-10   34.9   0.3     1    29   785   813   785   814 0.96 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   1  12   2.6e-11   1.2e-08   31.0   0.2     4    30   157   183   153   183 0.96 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   2  12   1.6e-13   7.5e-11   38.0   1.3     1    30   204   233   204   233 0.97 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   3  12   2.2e-15     1e-12   44.0   0.7     1    30   254   283   254   283 0.97 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   4  12   4.8e-11   2.3e-08   30.1   0.5     3    29   306   332   304   333 0.93 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   5  12   1.3e-08   6.1e-06   22.4   0.6     3    30   406   433   404   433 0.94 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   6  12   1.3e-11   6.3e-09   31.9   0.2     2    30   455   483   454   483 0.93 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   7  12   3.8e-09   1.8e-06   24.0   0.1     5    30   508   533   505   533 0.92 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   8  12     4e-11   1.9e-08   30.4   0.1     3    29   556   582   554   583 0.89 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8   9  12     1e-13   4.8e-11   38.7   1.7     1    29   604   632   604   633 0.97 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8  10  12   1.9e-11   8.9e-09   31.4   0.8     3    30   655   682   653   682 0.97 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8  11  12   9.8e-10   4.7e-07   25.9   0.5     3    30   705   732   705   732 0.98 -
VBHP01000083.1_31-CF-107_sp005881435     -           1776 RCC1_2               PF13540.9     30  2.5e-102  329.6  94.8  12  12   1.6e-08   7.7e-06   22.1   0.4     3    30   755   782   753   782 0.88 -
QMYO01000248.1_5-B1-G15_sp003662715       -            493 Rhodanese            PF00581.23   107   1.7e-14   50.7   0.0   1   1     5e-17   3.6e-14   49.7   0.0     5   105    49   139    45   141 0.83 -
JAEORN010000026.1_37-MP5-2226_sp016840825 -            493 Rhodanese            PF00581.23   107   5.1e-14   49.2   0.0   1   1   1.5e-16   1.1e-13   48.1   0.0     2   106    70   164    69   165 0.88 -
LR782234.1_2625-Pseudomonas_E_fluorescens_G         -           1563 RHS                  PF03527.17    38   7.8e-22   73.3   1.9   1   1     2e-21   1.6e-19   65.9   0.7     3    38  1336  1371  1334  1371 0.97 -
NZ_CP083746.1_2387-Pseudomonas_E_putida_K           -            939 RHS                  PF03527.17    38   4.1e-21   71.0   2.3   1   1   2.1e-20   1.7e-18   62.6   0.3     2    34   850   882   849   884 0.96 -
NZ_JAHTBI010000133.1_1-Pseudomonas_E_sp019168305    -            211 RHS                  PF03527.17    38   8.7e-21   70.0   1.2   1   1   2.2e-22   1.8e-20   69.0   1.2     1    38     9    46     9    46 0.98 -
NZ_JYLM01000011.1_135-Pseudomonas_E_orientalis      -            614 RHS                  PF03527.17    38   2.5e-19   65.3   2.9   1   1     1e-18   8.1e-17   57.2   0.2     2    34   413   445   412   447 0.96 -
NZ_WVHL01000001.1_419-Pseudomonas_E_sp009861525     -            486 RHS                  PF03527.17    38   6.7e-18   60.7   5.1   1   1   6.9e-19   5.5e-17   57.8   1.2     2    32   276   306   275   309 0.97 -
NZ_AP021903.1_2766-Pseudomonas_E_sp002901475        -           1277 RHS                  PF03527.17    38   5.2e-17   57.9   6.3   1   1   3.7e-18     3e-16   55.4   1.2     2    32  1181  1211  1181  1214 0.97 -
NZ_QJRL01000009.1_94-Pseudomonas_E_sp003205205      -           1397 RHS                  PF03527.17    38   7.5e-17   57.4   9.8   1   1   1.4e-18   1.1e-16   56.8   1.9     2    32  1180  1210  1179  1213 0.97 -
NZ_CP062252.1_4451-Pseudomonas_E_allokribbensis     -           1397 RHS                  PF03527.17    38   9.7e-17   57.0   6.6   1   1   1.1e-17   9.2e-16   53.9   1.6     2    32  1182  1212  1182  1215 0.97 -
NZ_BBQM01000016.1_155-Cupriavidus_basilensis_B      -            325 RHS                  PF03527.17    38   8.1e-16   54.0   0.2   1   1   2.1e-17   1.7e-15   53.0   0.2     3    32   101   130   100   135 0.96 -
NZ_JACIEH010000002.1_769-Sphingomonas_kyeonggiensis -           1201 RHS                  PF03527.17    38   1.2e-12   43.9   0.4   1   1   9.1e-14   7.2e-12   41.4   0.0     1    35   751   785   751   787 0.95 -
NZ_JANEHW010000003.1_175-Methylomonas_sp024360925   -           1551 RHS                  PF03527.17    38   2.9e-11   39.5   3.7   1   1   5.8e-13   4.7e-11   38.8   0.2     1    34  1307  1340  1307  1343 0.95 -
JALOBS010000065.1_6-Methylomonas_sp023228165        -           1482 RHS                  PF03527.17    38   4.6e-11   38.8   0.6   1   1   7.7e-12   6.2e-10   35.2   0.0     1    36  1234  1269  1234  1271 0.96 -
QWPB01000052.1_16-TH-plancto1_sp003671275           -            327 RHS                  PF03527.17    38   2.6e-09   33.2   0.1   1   1   6.7e-11   5.3e-09   32.2   0.1     2    36    55    89    55    91 0.96 -
RCMX01000001.1_259-UBA2286_sp004348925              -            238 RHS                  PF03527.17    38   1.6e-08   30.7   0.4   1   1   6.8e-10   5.4e-08   29.0   0.2     4    35    63    94    61    96 0.96 -
JANWYM010000053.1_11-JANWYM01_sp025055355           -             85 RHS                  PF03527.17    38   4.1e-08   29.4   0.2   1   1   7.4e-10   5.9e-08   28.9   0.2     2    35     9    42     9    45 0.95 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   1  27   6.7e-08   2.1e-07   27.8   0.7     1    37   806   841   806   842 0.89 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   2  27   3.8e-08   1.2e-07   28.6   4.5     3    37   828   862   827   863 0.94 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   3  27   8.5e-10   2.7e-09   33.9   2.8     1    37   869   905   869   906 0.95 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   4  27   2.9e-06   9.2e-06   22.6   1.3     6    36   915   945   915   946 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   5  27   3.1e-07   9.6e-07   25.7   0.6     5    37   935   967   935   968 0.93 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   6  27   1.5e-07   4.8e-07   26.7   0.0     1    36   973  1008   973  1012 0.92 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   7  27   1.5e-10   4.7e-10   36.3   5.9     1    38  1057  1094  1057  1094 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   8  27   3.6e-10   1.1e-09   35.1   0.2     1    34  1078  1111  1078  1114 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8   9  27   2.2e-06     7e-06   22.9   0.9     1    34  1099  1132  1099  1134 0.94 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  10  27   6.7e-07   2.1e-06   24.6   0.5     1    38  1120  1157  1120  1159 0.95 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  11  27   2.1e-11   6.5e-11   39.0   7.5     1    38  1162  1199  1162  1200 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  12  27   2.4e-13   7.6e-13   45.2   1.4     1    37  1204  1240  1204  1241 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  13  27   8.3e-10   2.6e-09   33.9   0.3     1    38  1225  1262  1225  1262 0.95 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  14  27   2.3e-06   7.3e-06   22.9   0.3     1    37  1246  1282  1246  1284 0.96 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  15  27   4.2e-06   1.3e-05   22.1   0.0     1    34  1288  1321  1288  1323 0.94 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  16  27   2.7e-08   8.4e-08   29.1   0.4     1    36  1330  1365  1330  1367 0.95 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  17  27   8.5e-11   2.7e-10   37.1   2.7     1    35  1372  1406  1372  1409 0.96 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  18  27   7.4e-09   2.3e-08   30.9   6.1     1    37  1414  1450  1414  1451 0.91 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  19  27   1.5e-07   4.6e-07   26.7   0.3     1    35  1456  1490  1456  1493 0.96 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  20  27   4.8e-07   1.5e-06   25.1   0.0     1    37  1477  1513  1477  1514 0.96 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  21  27   2.6e-13     8e-13   45.1   0.9     1    37  1498  1534  1498  1535 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  22  27   3.3e-10     1e-09   35.2   0.0     1    37  1519  1555  1519  1556 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  23  27   4.9e-11   1.5e-10   37.8   1.3     1    36  1561  1596  1561  1599 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  24  27   3.6e-10   1.1e-09   35.1   0.1     1    38  1624  1661  1624  1662 0.97 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  25  27   8.7e-08   2.7e-07   27.5   1.5     1    33  1666  1697  1666  1701 0.92 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  26  27   1.1e-09   3.5e-09   33.5   0.3     1    37  1733  1769  1733  1770 0.98 -
NZ_LGTE01000012.1_33-Thermincola_ferriacetica           -           2384 RHS_repeat           PF05593.17    38  6.1e-203  652.2 256.8  27  27   1.3e-07   3.9e-07   26.9   3.3     1    38  1879  1915  1879  1915 0.97 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   1  13   1.4e-08   4.2e-08   30.0   0.1     1    38   286   323   273   323 0.99 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   2  13     2e-07   6.2e-07   26.3   0.2     1    36   560   595   560   597 0.96 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   3  13   2.9e-07   8.9e-07   25.8   0.2     1    36   707   742   707   744 0.95 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   4  13   6.4e-09     2e-08   31.1   0.5     1    38   833   870   833   870 0.94 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   5  13   1.2e-07   3.6e-07   27.0   1.6     1    37   875   911   875   912 0.95 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   6  13   2.6e-08   8.2e-08   29.1   0.4     1    37   917   953   917   954 0.95 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   7  13   1.9e-07   5.8e-07   26.4   0.2     1    35   959   993   959   996 0.94 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   8  13   1.1e-07   3.5e-07   27.1   2.3     1    37  1127  1163  1127  1164 0.96 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4   9  13   1.3e-06     4e-06   23.7   0.4     1    38  1169  1206  1169  1206 0.93 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4  10  13   4.1e-07   1.3e-06   25.3   0.2     1    38  1715  1752  1715  1752 0.95 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4  11  13   3.7e-08   1.2e-07   28.6   2.6     1    37  1757  1793  1757  1795 0.97 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4  12  13   5.2e-09   1.6e-08   31.4   0.2     1    36  1799  1834  1799  1838 0.97 -
NZ_CP036289.1_700-Bremerella_volcania                   -           2823 RHS_repeat           PF05593.17    38  4.1e-199  639.9 262.4  13  13   4.3e-10   1.3e-09   34.8   0.0     1    37  1966  2002  1966  2003 0.95 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   1  21   2.7e-07   8.3e-07   25.9   0.1     1    37   221   257   221   258 0.97 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   2  21   6.6e-09   2.1e-08   31.0   2.5     2    38   580   616   580   616 0.95 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   3  21   1.4e-07   4.3e-07   26.8   0.6     1    37   621   657   621   660 0.96 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   4  21   2.5e-08   7.8e-08   29.2   0.5     1    34   726   759   726   762 0.97 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   5  21   2.4e-08   7.3e-08   29.3   0.5     1    37   747   783   747   784 0.97 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   6  21   2.4e-07   7.4e-07   26.1   1.8     1    37   831   867   831   868 0.97 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   7  21     4e-06   1.3e-05   22.1   0.4     1    37   873   909   873   912 0.95 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   8  21   1.8e-08   5.6e-08   29.6   1.4     1    34   894   927   894   933 0.94 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1   9  21   6.1e-08   1.9e-07   27.9   0.4     1    34   915   948   915   952 0.96 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1  10  21   2.3e-06   7.1e-06   22.9   0.6     1    34  1041  1074  1041  1078 0.92 -
NZ_CP037452.1_4199-Gimesia_fumaroli                     -           2583 RHS_repeat           PF05593.17    38  1.3e-182  587.2 252.1  11  21   5.2e-08   1.6e-07   28.2   0.0     1    37  1104  1140  1104  1141 0.96 -
