assembly_accession,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCF_013402815.2,RS_GCF_013402815.2,0,99.49,1.9,417,f__Halobacteriaceae (UID96),263,0.0,3967735,81.9408685279583,3,2911879,60.13554189186594,4842193,RS_GCF_013402815.2,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema halophilum,type strain of species,LPSN,f,1,1,4359796,4359796,4359796,2,2909,NZ_CP058601.1,4359796,2,111,NZ_CP058601.1,2901,4449,0,94.416,CBMA010000055.2206.5118,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halopiger;Halopiger djelfimassiliensis,1614064,1614064,t,f,f,4359796,4359796,Complete Genome,ASM1340281v2,na,PRJNA224116,SAMN15423737,none,none,China:Yunnan,2021-10-19,GCA_013402815.2,none,full,none,salt mine,none,3,0,Natrinema halophilum,none,na,6,3,1,4359796,4359796,4359796,2021/10/19,0,1699371,2,YPL8,Jiangsu University,1699371,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema halophilum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema halophilum,0,4842193,11,49,assembly from type material,4842193,0,none,4843,3,4359796,2,none,none,none,none,none,none,1473,NZ_CP058601.1,1389,2553,0,99.856,KT363840.1.1391,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronorubrum;Haloterrigena sp. YPL8,0,19,49,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema halophilum
GCA_000690595.2,GB_GCA_000690595.2,11,99.57,0.38,417,f__Halobacteriaceae (UID96),263,100.0,3186669,83.98487008402259,29,2470177,65.1120756848601,3794337,GB_GCA_000690595.2,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema mahii,type strain of species,LPSN,f,5,4,919387,919387,399702,2,2909,JHUT02000003.1,399702,1,106,JHUT02000003.1,2909,5373,0,100,JHUT02000014.2087.5007,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena sp. H13,130818,158097,t,f,f,233260,248588,Scaffold,ASM69059v2,na,PRJNA227069,SAMN02390968,29,233260,USA: Chula Vista; CA,2016-05-26,GCA_000690595.2,none,full,none,solar saltern,none,0,0,Haloterrigena mahii,none,na,7,24,4,248588,178246,80207,2016/05/26,5,1416969,2,H13,"National Chung Hsing University, Taichung City, Taiwan R.O.C.",1416969,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena mahii,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena mahii,595,3794337,11,48,none,3793742,0,JHUT00000000.2,3789,24,399702,2,none,none,none,none,none,none,1472,JHUT02000003.1,1472,2697,0,99.728,KY349160.1.1473,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena mahii,595,19,49,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema mahii
GCF_000337615.1,RS_GCF_000337615.1,223,98.1,0.13,417,f__Halobacteriaceae (UID96),263,0.0,3260684,83.26963435954823,115,2495000,63.71962750961477,3915814,RS_GCF_000337615.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema pallidum,type strain of species,LPSN,f,17,17,242669,242669,74273,2,2031,NZ_AOII01000107.1,74273,1,274,NZ_AOII01000107.1,2021,3722,0,100,AOII01000107.1.2021,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema pallidum DSM 3751,34050,34050,f,f,t,88603,88603,Contig,ASM33761v1,na,PRJNA224116,SAMN02471671,115,88603,none,2013-02-04,GCA_000337615.1,none,full,none,none,none,0,0,Natrinema pallidum DSM 3751,3852,na,8,none,none,none,none,none,2013/02/04,0,69527,3,DSM 3751,"University of California, Davis",1227495,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema pallidum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema pallidum;x__Natrinema pallidum DSM 3751,0,3915814,11,52,assembly from type material,3915814,0,AOII00000000.1,3969,115,26602,2,582,1064,0,99.656,4338136,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloterrigena;s__,829,NZ_AOII01000106.1,582,1075,0,100,AB663463.1.1474,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema pallidum,0,19,53,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum
GCF_000230735.2,RS_GCF_000230735.2,0,99.95,0.0,417,f__Halobacteriaceae (UID96),263,0.0,3684237,84.6153510484371,3,2786238,63.99113479249443,4354100,RS_GCF_000230735.2,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema pellirubrum,type strain of species,LPSN,t,1,1,3790479,3790479,3790479,3,2910,NC_019962.1,3790479,3,299,NC_019962.1-#3,2905,5365,0,100,CP003372.3339220.3342131,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema pellirubrum DSM 15624,1451366,1451366,t,f,f,3790479,3790479,Complete Genome,ASM23073v3,na,PRJNA224116,SAMN02261373,none,none,Italy,2012-12-27,GCA_000230735.3,none,full,none,red heat in salted hides (spoiled fish),40.853 N 14.153 E,3,0,Natrinema pellirubrum DSM 15624,4255,representative genome,10,3,1,3790479,3790479,287800,2012/12/27,0,69525,3,DSM 15624,JGI,797303,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema pellirubrum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema pellirubrum;x__Natrinema pellirubrum DSM 15624,0,4354100,11,49,assembly from type material,4354100,0,none,4353,3,3790479,3,none,none,none,none,none,none,1472,NC_019962.1,1472,2719,0,100,AB663464.1.1473,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Natrinema pellirubrum,0,19,49,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pellirubrum
GCF_020405225.1,RS_GCF_020405225.1,0,99.57,1.28,417,f__Halobacteriaceae (UID96),263,0.0,4214854,82.68759896125869,7,3165070,62.09278870497318,5097323,RS_GCF_020405225.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema sp020405225,not type material,none,f,1,1,4109150,4109150,4109150,3,2909,NZ_CP084472.1,4109150,2,104,NZ_CP084472.1,2910,4724,0,95.979,JNCS01000019.2088.5004,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema altunense,728189,728189,t,f,f,4109150,4109150,Complete Genome,ASM2040522v1,na,PRJNA224116,SAMN21849512,none,none,China: Tibet,2021-10-10,GCA_020405225.1,none,full,none,sediment,none,7,0,Natrinema sp. DC36,none,na,10,7,1,4109150,4109150,320393,2021/10/10,0,2878680,3,DC36,Jiangsu University,2878680,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;x__unclassified Natrinema;s__Natrinema sp. DC36,0,5097323,11,51,none,5097323,0,none,5362,7,4109150,3,none,none,none,none,none,none,1472,NZ_CP084472.1,1472,2669,0,99.389,KY123111.1.1473,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Natrinema sp.,0,19,49,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp020405225
GCA_000337115.1,GB_GCA_000337115.1,127,98.8,0.0,417,f__Halobacteriaceae (UID96),263,0.0,3319737,85.22471455802221,68,2546994,65.38888894593993,3895275,GB_GCA_000337115.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema thermotolerans,type strain of species,LPSN,f,9,9,320959,320959,1650,6,1648,AOIR01000026.1,240155,2,265,AOIR01000055.1,1113,1982,0,98.832,CP003372.3339220.3342131,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natrinema;Natrinema pellirubrum DSM 15624,57283,57283,f,f,t,162183,162183,Contig,ASM33711v1,na,PRJNA174927,SAMN02471662,68,162183,none,2013-02-04,GCA_000337115.1,none,full,none,none,none,0,0,Haloterrigena thermotolerans DSM 11552,none,na,9,none,none,none,none,none,2013/02/04,0,121872,2,DSM 11552,"University of California, Davis",1227489,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema thermotolerans,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema thermotolerans;x__Haloterrigena thermotolerans DSM 11552,0,3895275,11,43,none,3895275,0,AOIR00000000.1,3938,68,102976,1,none,none,none,none,none,none,1538,AOIR01000034.1,1526,2811,0,100,AOIR01000034.101429.102954,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena thermotolerans DSM 11522,0,19,48,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema thermotolerans
GCF_000328685.1,RS_GCF_000328685.1,0,99.73,0.8,395,f__Halobacteriaceae (UID85),250,0.0,3664476,84.9414874604728,3,2789666,64.66364619604748,4314118,RS_GCF_000328685.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus occultus,type strain of species,LPSN,t,1,1,4013216,4013216,4013216,4,2912,NC_019974.1-#4,4013216,4,290,NC_019974.1-#2,2908,5371,0,100,CP003929.1701047.1703960,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronococcus;Natronococcus occultus SP4,1438039,1438039,t,f,f,4013216,4013216,Complete Genome,ASM32868v1,na,PRJNA224116,SAMN02261263,none,none,Kenya,2012-12-28,GCA_000328685.1,none,full,none,Soda lake Lake Magadi,1.944 S 36.252 E,3,0,Natronococcus occultus SP4,4174,representative genome,13,3,1,4013216,4013216,4013216,2012/12/28,0,29288,4,SP4,JGI,694430,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus occultus,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus occultus;x__Natronococcus occultus SP4,0,4314118,11,54,assembly from type material,4314118,0,none,4301,3,4013216,4,none,none,none,none,none,none,1470,NC_019974.1,1470,2710,0,99.932,AB663470.1.1472,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronococcus;Natronococcus occultus,0,19,53,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus occultus
GCF_900108095.1,RS_GCF_900108095.1,0,99.87,0.19,417,f__Halobacteriaceae (UID96),263,0.0,3214760,84.98933918829782,9,2311156,61.10394769368656,3782545,RS_GCF_900108095.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum sediminis,type strain of species,LPSN,f,2,2,1491782,1491782,1491782,4,2908,NZ_FNWL01000001.1,1491782,4,114,NZ_FNWL01000001.1,2904,5363,0,100,FNWL01000001.262.3165,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Natronorubrum sediminis,420259,630424,t,f,f,913933,1300740,Scaffold,IMG-taxon 2617270925 annotated assembly,na,PRJNA224116,SAMN04487967,9,913933,none,2016-10-27,GCA_900108095.1,none,full,none,none,none,0,0,Natronorubrum sediminis,3583,representative genome,12,6,2,1300740,309001,245055,2016/10/27,3,640943,4,CGMCC 1.8981,DOE - JOINT GENOME INSTITUTE,640943,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum sediminis,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum sediminis,210,3782545,11,49,assembly from type material,3782335,0,FNWL00000000.1,3682,6,1491782,4,1472,2700,0,99.796,559983,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloterrigena;s__,1473,NZ_FNWL01000001.1,1473,2721,0,100,AB663475.1.1474,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronorubrum sediminis,210,19,49,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum sediminis
GCF_000383975.1,RS_GCF_000383975.1,1,99.36,0.03,417,f__Halobacteriaceae (UID96),263,0.0,4151683,84.13002566850685,10,3071826,62.25404005398898,4934841,RS_GCF_000383975.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum tibetense,type strain of species,LPSN,f,3,1,1105248,4057512,4057512,4,1987,NZ_KB913017.1,4057512,2,116,NZ_KB913017.1,1987,3670,0,100,ARPH01000006.1103255.1105248,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronorubrum;Natronorubrum tibetense GA33,493434,986968,t,f,f,899880,4057512,Scaffold,ASM38397v1,na,PRJNA224116,SAMN02261315,10,899880,China,2013-04-26,GCA_000383975.1,none,full,none,Sediment of the Bange salt-alkaline lake in Tibet,31.911 N 79.173 E,0,0,Natronorubrum tibetense GA33,4649,representative genome,7,5,1,4057512,4057512,238792,2013/04/26,5,63128,3,GA33,JGI,1114856,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum tibetense,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum tibetense;x__Natronorubrum tibetense GA33,500,4934841,11,50,assembly from type material,4934341,0,ARPH00000000.1,4750,5,4057512,3,1471,2706,0,99.864,560969,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Natronorubrum;s__tibetense,1473,NZ_KB913017.1,1473,2710,0,99.864,AB005656.1.1474,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Natronorubrum;Natronorubrum tibetense,500,19,49,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum tibetense
GCA_005954745.1,GB_GCA_005954745.1,0,98.73,1.13,395,f__Halobacteriaceae (UID85),250,0.0,3403018,86.3173626342408,4,2486217,63.06275617008615,3942449,GB_GCA_005954745.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-9-68-17;g__Halostella;s__Halostella pelagica,type strain of species,LPSN,f,1,1,3203198,3203198,3203198,2,2898,CP040678.1,3203198,2,114,CP040678.1,2899,3651,0,89.514,CP019285.2476246.2479145,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halobiforma;Halobiforma lacisalsi AJ5,985612,985612,t,f,f,3203198,3203198,Complete Genome,ASM595474v1,na,PRJNA544889,SAMN11866221,none,none,China:Dalian; Liaoning Province,2019-06-04,GCA_005954745.1,none,full,none,isolated from salted brown alga Laminaria,none,4,none,Halostella pelagica,none,na,none,4,1,3203198,3203198,316071,2019/06/04,0,2583824,none,DL-M4,Jiangsu University,2583824,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Halostella;s__Halostella pelagica,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Halostella;s__Halostella pelagica,0,3942449,none,none,none,3942449,0,none,3970,4,3203198,2,none,none,none,none,none,none,1470,CP040678.1,1470,2687,0,99.66,KT261636.1.1471,Archaea;Halobacterota;Halobacteria;Halobacterales;Halococcaceae;Halostella;Halobacteriaceae archaeon YPL18,0,19,49,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella pelagica
GCA_007118145.1,GB_GCA_007118145.1,0,79.69,0.65,234,p__Euryarchaeota (UID54),153,0.0,1559780,90.50366591545766,88,996790,57.83709827531385,1723444,GB_GCA_007118145.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SKSH01;g__SKSH01;s__SKSH01 sp007118145,not type material,none,f,9,9,154357,154357,none,0,none,none,none,0,none,none,none,none,none,none,none,none,19584,19584,f,f,t,46495,46495,Contig,ASM711814v1,na,PRJNA453733,SAMN10606192,88,46495,Russia: Kulunda Steppe,2019-07-18,GCA_007118145.1,derived from metagenome,full,CSSed162cmA_512,hypersaline soda lake sediment,52.11 N 79.17 E,0,none,Halobacteriales archaeon,none,na,none,none,none,none,none,none,2019/07/18,0,1904752,none,CSSed162cmA_512,"Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam",1904752,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;x__unclassified Halobacteriales;s__Halobacteriales archaeon,0,1723444,none,none,none,1723444,0,SKSD00000000.1,1855,88,58154,1,none,none,none,none,none,none,814,SKSD01000005.1,812,1483,0,99.631,EF690576.1.1439,Archaea;Halobacterota;Halobacteria;Halobacterales;uncultured;uncultured haloarchaeon,0,13,27,0,Archaea,Halobacteriota,Halobacteria,Halobacteriales,SKSH01,SKSH01,SKSH01 sp007118145
GCA_002503135.1,GB_GCA_002503135.1,0,93.14,0.0,234,p__Euryarchaeota (UID54),153,0.0,1135856,88.06682762609651,118,695602,54.54615315850803,1289766,GB_GCA_002503135.1,t,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__UBA207;s__UBA207 sp002503135,not type material,none,f,27,21,31476,51342,none,0,none,none,none,0,none,none,none,none,none,none,none,none,10807,16750,f,f,t,16849,24451,Scaffold,ASM250313v1,na,PRJNA348753,SAMN06027568,118,16849,Arctic Ocean: Arctic deep sea; Hakon Mosby Mud Volcano,2017-10-10,GCA_002503135.1,derived from metagenome,full,UBA207,sediment,none,0,none,Methanomicrobiaceae archaeon UBA207,0,na,none,77,21,24451,14480,7865,2017/10/10,41,1915691,none,UBA207,University of Queensland,1915691,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;x__unclassified Methanomicrobiaceae;s__Methanomicrobiaceae archaeon UBA207,14512,1289766,none,none,none,1275254,0,DARA00000000.1,1475,77,7107,1,none,none,none,none,none,none,702,DARA01000015.1,685,1232,0,99.124,KP814609.1.1402,Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;uncultured;uncultured archaeon,14512,19,41,0,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,UBA207,UBA207 sp002503135
GCF_900196725.1,RS_GCF_900196725.1,0,97.71,5.88,228,p__Euryarchaeota (UID49),153,10.0,3091453,87.70726351447199,250,1553808,44.08291107996618,3524740,RS_GCF_900196725.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens nitroreducens_A,not type material,none,f,40,40,100560,100560,100560,2,2148,NZ_FZMP01000196.1,100560,1,116,NZ_FZMP01000196.1,2151,3411,0,95.351,LKCM01000080.276.3198,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Candidatus Methanoperedens;Candidatus Methanoperedens sp. BLZ1,14098,14098,f,f,t,27331,27331,Contig,MNV_PRJEB20370_wgs,na,PRJNA224116,SAMEA104141092,250,27331,none,2017-09-12,GCA_900196725.1,none,full,Mnv1,reactor mass,none,0,0,Candidatus Methanoperedens nitroreducens,3717,na,4,none,none,none,none,none,2017/09/12,0,1392998,1,Mnv1,RADBOUD UNIVERSITY NIJMEGEN,1392998,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;s__Candidatus Methanoperedens nitroreducens,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;s__Candidatus Methanoperedens nitroreducens,0,3524740,11,50,none,3524740,0,FZMP00000000.1,3970,250,10671,1,1347,2466,0,99.703,706603,k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2D;g__;s__,1469,NZ_FZMP01000092.1,1437,2540,0,98.608,MK076067.1.1438,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanoperedenaceae;Candidatus Methanoperedens;uncultured archaeon,0,18,50,0,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens nitroreducens A
GCF_023684405.1,RS_GCF_023684405.1,0,99.35,3.27,228,p__Euryarchaeota (UID49),153,87.5,2371918,84.59353043974464,162,1170168,41.73668148997822,2803900,RS_GCF_023684405.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides seepicolus,type strain of species,LPSN,f,25,24,116122,116122,3151,1,2905,NZ_JAGSOI010000115.1,2841,6,116,NZ_JAGSOI010000118.1,2907,5245,0,99.243,CP000300.2480382.2483333,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanococcoides;Methanococcoides burtonii DSM 6242,17306,17746,t,f,f,33458,34489,Scaffold,ASM2368440v1,na,PRJNA224116,SAMN18795806,162,33458,China: SCS Formosa Ridge,2022-06-08,GCA_023684405.1,none,full,none,cold seep sediment,none,0,0,Methanococcoides seepicolus,none,na,8,158,24,34489,20246,9881,2022/06/08,4,2828780,1,LLY,Institute Of Microbiology Chinese Academy of Sciences,2828780,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides seepicolus,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides seepicolus,208,2803900,11,46,assembly from type material,2803692,0,JAGSOI000000000.1,2837,158,1657,1,none,none,none,none,none,none,1475,NZ_JAGSOI010000132.1,1475,2658,0,99.186,CP000300.1022125.1023600,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanococcoides;Methanococcoides burtonii DSM 6242,208,19,46,0,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides seepicolus
