protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,length
NZ_CP100445.1_2228,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp024227435,432
NZ_CP101322.1_1941,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax sp024300625,431
NZ_JANHAV010000002.1_241,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus inordinatus,435
NZ_MASN01000060.1_178,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba sp001861355,448
NZ_AOJE01000028.1_34,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum saccharovorum,451
NZ_CP058335.1_2356,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas salina,430
NZ_CP024047.1_3392,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum sulfurireducens,432
NZ_CP084469.1_2925,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema salinisoli,431
NZ_AOHX01000030.1_6,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum sulfidifaciens,432
NZ_QQTY01000004.1_369,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum halophilum,432
PXRZ01000036.1_5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp003022945,384
JAHENN010000071.1_4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp018609665,432
NZ_JALIQP010000001.1_425,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,JALIQP01,JALIQP01 sp023566055,432
PXRL01000017.1_8,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp003020965,432
PXRU01000026.1_27,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum sp003020945,433
NZ_LWLN01000001.1_3396,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema saccharevitans,432
NZ_AOIS01000013.1_102,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena salina,432
NZ_CP058334.1_2193,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas halophila,432
NZ_SJER01000001.1_1215,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella litorea,432
NZ_HG315687.1_235,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger B,Halopiger B djelfimassiliensis,432
NZ_CP071462.1_1443,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena alkaliphila,432
NZ_JANHAW010000001.1_1251,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus litoreus,435
NZ_CP098514.1_2639,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus sp023703775,430
NZ_JABUQZ010000001.1_3341,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena gelatinilytica,432
NZ_PDBS01000001.1_1626,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp002572525,432
NZ_CP071597.1_2195,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,KZCA124,KZCA124 sp017357405,432
NZ_FTNR01000005.1_60,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum thiooxidans,432
NZ_AOHZ01000049.1_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronolimnohabitans,Natronolimnohabitans innermongolicus,432
NZ_CP058579.1_655,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum salinum,432
PXSL01000104.1_4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp003022815,430
PXSE01000125.1_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp003022905,430
NZ_FOFD01000003.1_112,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema salaciae,431
PXSC01000096.1_6,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp003023535,432
NZ_PHNJ01000002.1_151,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus pandeyae,432
NC_013743.1_145,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena turkmenica,432
NZ_JAJCVJ010000002.1_840,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinirubrum,Salinirubrum litoreum,433
NZ_CP095487.1_3393,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis marina,434
NZ_CP045488.1_1119,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum aibiense,432
NZ_CP099391.1_3796,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,Natronococcus sp023913515,432
NZ_CP101458.1_158,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobiforma,Natronobiforma sp024362525,432
NZ_JANHDL010000001.1_424,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum laminariae,442
NZ_FNQT01000003.1_286,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus vescus,429
NZ_WUYX01000033.1_134,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum halalkaliphilum,432
NZ_WRXM01000002.1_816,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula limicola,432
NZ_AOIQ01000013.1_63,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax asiaticus,432
NZ_SESI01000002.1_767,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halonotius,Halonotius roseus,433
NZ_WSZK01000015.1_597,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina oriensis,435
PXST01000047.1_37,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003023405,439
NZ_JAJCVI010000005.1_234,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus salinus,428
NZ_CP085327.1_2297,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020614375,430
NZ_WKJO01000001.1_902,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax litoreum,430
JHUT02000004.1_101,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema mahii,432
NZ_NXNI01000001.1_3167,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema ejinorense,432
NZ_FNFE01000004.1_36,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,432
NC_019962.1_121,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pellirubrum,432
NZ_RCIH01000002.1_343,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella salina,432
NZ_CP100763.1_3025,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp024296685,432
NZ_CP082286.1_1760,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum roseum,433
NZ_JAAOIR010000005.1_228,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halorubellus,Halorubellus sp011440375,428
NZ_CP040330.1_129,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema versiforme A,431
NC_019792.1_1739,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,432
NZ_ASGZ01000037.1_15,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum tyrrellense,432
PXRX01000037.1_32,Archaea,Halobacteriota,Halobacteria,Halobacteriales,SW-7-71-33,SW-7-71-33,SW-7-71-33 sp003023195,432
NZ_CP059154.1_2043,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp013456555,432
NZ_KB913017.1_1633,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum tibetense,432
NZ_WUUS01000011.1_148,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum saliterrae,433
PXRR01000008.1_73,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp003021975,430
NZ_LOPV01000101.1_29,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax profundi,430
AOIR01000033.1_129,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema thermotolerans,432
NZ_BBJP01000007.1_5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum halophilum,441
SLIS01000449.1_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax sp007135505,216
NZ_AOLI01000023.1_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax larsenii,430
NZ_WKJP01000001.1_537,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax marinisediminis,430
NZ_FOTC01000003.1_373,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum,431
NZ_AOID01000044.1_40,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema versiforme,431
NZ_SSNL01000003.1_95,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum halophilum,431
NZ_AOIN01000035.1_50,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba chahannaoensis,432
NC_013922.1_1862,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii,432
NZ_CP058601.1_2937,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema halophilum,432
PUPA01000211.1_5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g8,Tc-Br11-E2g8 sp003552885,376
NZ_REGA01000008.1_78,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobius,Natrarchaeobius chitinivorans,430
NZ_CP084472.1_3262,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp020405225,432
LKND01000018.1_33,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp001564275,432
NZ_CP081958.1_1803,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum magnesiiphilum,433
NZ_JDTH01000001.1_455,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius,434
NZ_CP019067.1_2006,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis sp001989615,434
NZ_CP031311.1_277,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus limi,435
NZ_NEDJ01000078.1_14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum ezzemoulense,438
NZ_JALLPK010000001.1_2773,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halocatena,Halocatena sp023276375,429
NZ_WPCC01000005.1_30,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp009741925,430
NZ_CP100448.1_231,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp024227715,431
SKPV01000156.1_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax sp007119345,388
NZ_HG315691.1_691,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger A,Halopiger A goleimassiliensis,430
NZ_AOIM01000033.1_110,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba hulunbeirensis,432
NZ_CP019327.1_3028,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum daqingense,432
NZ_AOIJ01000051.1_150,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema gari,432
NZ_CP101824.1_1356,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax cerinus,432
NZ_RDFA01000009.1_56,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,434
NC_012029.1_60,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum lacusprofundi,444
NZ_AOJG01000020.1_9,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum lipolyticum,447
NZ_JAIWHV010000005.1_40,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Saliphagus,Saliphagus infecundisoli,428
NC_017941.2_168,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mediterranei,430
NZ_CP100756.1_1461,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp024266705,432
CP094974.1_4153,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,JALIQP01,JALIQP01 sp022869805,432
CP100461.1_3238,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum sp024228675,432
NZ_CP082284.1_1376,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum rubrum,433
NZ_CP101323.1_2629,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas gomsonensis,428
NZ_FOIS01000004.1_679,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema salifodinae,431
NZ_CP007055.1_2723,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola larsenii,432
PXSA01000012.1_43,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella sp003023565,432
NZ_JANHDK010000002.1_92,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus ruber,429
NZ_JAANTH010000001.1_129,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp011734195,429
NZ_CP100000.1_2014,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024138165,429
NZ_AOLK01000011.1_144,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax elongans,430
NZ_JACAWU010000001.1_507,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas gomsonensis A,430
NZ_CP095757.1_242,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax limisalsi,430
NZ_LOPW02000004.1_225,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax marisrubri,430
NC_019964.1_237,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax ruber,432
NZ_AOII01000044.1_9,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum,432
NZ_CP100762.1_2373,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,AD-4,AD-4 sp024296665,433
NZ_JANHDI010000001.1_212,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus rarus,435
NZ_SDIC01000003.1_264,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halegenticoccus,Halegenticoccus tardaugens,435
NZ_CP085324.1_10,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,Salarchaeum japonicum,429
NZ_CP101154.1_10,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp024298905,431
NZ_FOZS01000001.1_75,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola kamekurae,432
NZ_OBEJ01000003.1_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,Natronoarchaeum philippinense,432
NZ_MWPH01000003.1_364,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronolimnobius,Natronolimnobius baerhuensis,433
NZ_FTNO01000002.1_227,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus,433
NZ_JALLGW010000001.1_818,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina salina,435
NZ_JALXFV010000003.1_511,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina rubra,435
NZ_SMZK01000005.1_4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp005938085,363
NZ_VSLZ01000001.1_271,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp010747475,432
NZ_CP095491.1_1346,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,JALIQP01,JALIQP01 sp023028105,432
NZ_SMZK01000003.1_261,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp005938085,432
NZ_FNLC01000003.1_432,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium texcoconense,432
PUNZ01000194.1_10,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus sp003551945,433
QPLR01000003.1_300,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus sp003665935,435
NZ_LOAJ01000001.1_806,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum aethiopicum,439
NZ_RJJW01000013.1_58,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003781945,441
NZ_AOLJ01000011.1_746,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax gibbonsii,430
NZ_AOLM01000022.1_119,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sulfurifontis,430
NZ_AOLP01000009.1_249,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax denitrificans,430
NZ_CP085335.1_2814,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020618475,430
NZ_CP087723.1_92,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkaliarchaeum,Halalkaliarchaeum sp024972735,431
NZ_FNWL01000001.1_1323,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum sediminis,432
NZ_LOEP01000016.1_371,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sp001482285,430
NZ_AOMC01000124.1_44,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae,431
NZ_FOIC01000006.1_97,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema hispanicum A,432
NZ_JNCS01000004.1_143,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema altunense,432
NZ_CP100400.1_3411,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024218795,432
NZ_SHMP01000003.1_663,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema hispanicum,432
NZ_RKLT01000004.1_150,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula nitratireducens,432
NZ_CP096658.1_988,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp023238445,432
KI543168.1_450,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp000496175,435
NZ_SDJP01000021.1_36,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum amylolyticum,438
NZ_JAGGKE010000011.1_32,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum trapanicum,439
NZ_CVRT01000109.1_26,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp001261915,441
NZ_CP064786.1_170,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,Natronoarchaeum sulfidigenes,433
NZ_BMOU01000007.1_95,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula pellucida,437
LKNC01000084.1_9,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11-E2g1,Tc-Br11-E2g1 sp001564255,421
NZ_CP101823.1_2816,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus salinarum,429
NZ_JAJFAY010000002.1_638,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp021083305,430
NZ_JAAKXY010000002.1_667,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronolimnobius,Natronolimnobius sp011043775,431
NZ_RKLQ01000002.1_448,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula salinisoli,432
NZ_JMIP02000020.1_102,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola sp000691505,432
NZ_RCDI01000001.1_52,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella limicola,432
NZ_CP100454.1_2050,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina sp024228315,432
NZ_RKLR01000002.1_342,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula rubra,433
NZ_AOJI01000032.1_35,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum aidingense,444
NZ_CSTE01000001.1_784,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax massiliensis,414
NZ_CP089588.1_1544,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp021249345,429
NZ_BCMZ01000001.1_2558,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp001485535,429
NC_013967.1_165,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii,430
NZ_SRIF01000002.1_102,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula amylolytica,432
NZ_FQWV01000004.1_24,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum gomorrense,433
NZ_SRHV01000005.1_91,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex halophilum,434
PXRS01000020.1_5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,QS-5-68-33,QS-5-68-33 sp003023785,434
LKMY01000143.1_5,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp001564205,437
NZ_CP099546.1_1716,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Tc-Br11,Tc-Br11 sp023973145,430
NZ_AQXI01000001.1_1843,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus paucihalophilus,430
NZ_JAJQQZ010000001.1_299,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp021729015,432
NZ_CP082249.1_2484,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp019879105,432
NZ_QPMJ01000002.1_1233,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus rarus,432
NZ_AOIU01000008.1_107,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex carlsbadense,434
NZ_VJXQ01000003.1_206,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus captivus,436
NZ_VCNL01000006.1_86,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum salsamenti,442
NZ_CP054585.1_1299,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003721435,444
PXQM01000164.1_11,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp003021325,401
NZ_JACDNQ010000001.1_250,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp013839515,429
NZ_WKJQ01000001.1_1724,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax marinum,430
NZ_FODV01000003.1_286,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum amylolyticum,430
