query,target,evalue,bits,tstart,tend,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,sboA,albA,albC,contig_id
WP_051482183.1,LSSG01000053.1_41,7.923e-35,144,1,201,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SG8-52-3,SG8-52-3 sp001595915,False,False,True,LSSG01000053.1
WP_051482183.1,LSSI01000015.1_9,1.1049999999999999e-67,239,51,266,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp001595945,False,False,True,LSSI01000015.1
NP_391617.1,LT700187.1_1464,3.268e-83,295,103,457,Bacteria,Bacillota A,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella massiliensis,False,True,False,LT700187.1
WP_051482183.1,LUKG01000002.1_117,1.4280000000000002e-31,135,1,204,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,Flavihumibacter sp001601815,False,False,True,LUKG01000002.1
WP_088863145.1,LUZV01000265.1_2,1.921e-73,266,116,422,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,T78,T78 sp001603765,False,True,False,LUZV01000265.1
NP_391619.1,LVAQ01000006.1_334,1.9470000000000003e-26,120,19,209,Bacteria,Bacillota A,Clostridia,Christensenellales,CAG-74,Limiplasma,Limiplasma sp001604105,False,False,True,LVAQ01000006.1
NP_391617.1,MCBE01000004.1_2,1.1179999999999999e-29,136,133,450,Archaea,Altiarchaeota,Altiarchaeia,IMC4,WOR-SM1-SCG,WOR-SM1-SCG,WOR-SM1-SCG sp001723845,False,True,False,MCBE01000004.1
NP_391617.1,MDVT01000004.1_30,3.941e-28,132,127,501,Archaea,Asgardarchaeota,Odinarchaeia,Odinarchaeales,Odinarchaeaceae,Odinarchaeum,Odinarchaeum yellowstonii,False,True,False,MDVT01000004.1
NP_391617.1,MEHG01000006.1_27,7.793000000000001e-55,212,9,341,Archaea,Asgardarchaeota,Thorarchaeia,Thorarchaeales,Thorarchaeaceae,SMTZ1-45,SMTZ1-45 sp001940705,False,True,False,MEHG01000006.1
WP_088863145.1,MEHH01000214.1_3,6.378e-23,115,116,295,Archaea,Asgardarchaeota,Heimdallarchaeia,UBA460,UBA460,UBA460,UBA460 sp001940755,False,True,False,MEHH01000214.1
WP_157895742.1,MEPT01000026.1_20,1.4280000000000002e-31,135,23,220,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,UBA6776,RBG-16-40-8,RBG-16-40-8 sp001769925,False,False,True,MEPT01000026.1
WP_088863145.1,MFFN01000004.1_291,3.392e-24,119,121,383,Bacteria,Edwardsbacteria,AC1,AC1,EtOH8,UBA2226,UBA2226 sp001777915,False,True,False,MFFN01000004.1
NP_391619.1,MGFH01000191.1_9,2.187e-70,248,1,216,Bacteria,Wallbacteria,UBA9980,UBA9980,UBA9980,UBA9980,UBA9980 sp001791795,False,False,True,MGFH01000191.1
WP_088863145.1,MGMF01000021.1_275,1.277e-129,430,32,445,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12087,UBA12087 sp001796335,False,True,False,MGMF01000021.1
WP_088863145.1,MGMG01000088.1_3,8.863999999999999e-22,112,140,392,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,Bellilinea sp001796355,False,True,False,MGMG01000088.1
WP_042691587.1,MGNI01000212.1_6,5.732e-17,97,133,300,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,MGNI01,MGNI01 sp001795115,False,True,False,MGNI01000212.1
WP_088863145.1,MGNL01000020.1_20,2.1200000000000002e-69,254,96,402,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,RBG-16-51-16,RBG-16-51-16 sp001796785,False,True,False,MGNL01000020.1
WP_088863145.1,MGNS01000059.1_4,1.4079999999999999e-73,267,48,451,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,RBG-16-57-11,RBG-16-57-11 sp001795165,False,True,False,MGNS01000059.1
WP_088863145.1,MGOA01000010.1_1,3.1410000000000003e-72,263,79,400,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,RBG-16-64-43,RBG-16-64-43,RBG-16-64-43 sp001796965,False,True,False,MGOA01000010.1
WP_051482183.1,MGOK01000038.1_12,1.243e-38,155,5,203,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,9FT-COMBO-55-16,9FT-COMBO-55-16 sp001795335,False,False,True,MGOK01000038.1
WP_088863145.1,MGOK01000117.1_27,2.98e-74,269,123,425,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,9FT-COMBO-55-16,9FT-COMBO-55-16 sp001795335,False,True,False,MGOK01000117.1
WP_088863145.1,MGOM01000129.1_6,5.5460000000000005e-74,268,159,461,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,MGOM01,MGOM01 sp001797105,False,True,False,MGOM01000129.1
WP_088863145.1,MGTU01000018.1_85,4.1149999999999995e-67,248,2,442,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp001799615,False,True,False,MGTU01000018.1
WP_088863145.1,MGUA01000007.1_49,7.326e-69,253,38,437,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp001799735,False,True,False,MGUA01000007.1
WP_088863145.1,MGUD01000019.1_41,1.691e-65,243,38,436,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp001799795,False,True,False,MGUD01000019.1
NP_391617.1,MGUK01000088.1_27,6.657000000000001e-56,215,90,432,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,UBA9959,UBA9959,UBA9959 sp001799995,False,True,False,MGUK01000088.1
NP_391617.1,MGVE01000008.1_185,7.453000000000001e-20,106,23,281,Bacteria,Elusimicrobiota,Endomicrobia,Endomicrobiales,XYA2-FULL-47-53,XYA2-FULL-47-53,XYA2-FULL-47-53 sp001800315,False,True,False,MGVE01000008.1
WP_088863145.1,MHYJ01000119.1_3,5.099e-21,109,17,183,Bacteria,Planctomycetota,MHYJ01,MHYJ01,MHYJ01,MHYJ01,MHYJ01 sp001828445,False,True,False,MHYJ01000119.1
WP_051482183.1,MIAG01000009.1_255,6.943e-76,263,4,224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp001829005,False,False,True,MIAG01000009.1
NP_391619.1,MKRK01000039.1_20,8.709e-28,124,1,230,Bacteria,Bacillota A,Clostridia,Oscillospirales,Acutalibacteraceae,MKRK01,MKRK01 sp001896915,False,False,True,MKRK01000039.1
NP_391619.1,MKTL01000007.1_77,1.1179999999999999e-29,130,1,207,Bacteria,Bacillota A,Clostridia,Peptostreptococcales,Acidaminobacteraceae,Fusibacter C,Fusibacter C sp001897605,False,False,True,MKTL01000007.1
WP_042691587.1,MKUW01000015.1_160,4.318e-68,251,129,435,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6170,UBA6170 sp001899005,False,True,False,MKUW01000015.1
WP_157895742.1,ML241305.1_558,1.05e-76,265,1,225,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp005239435,False,False,True,ML241305.1
WP_157895742.1,MNDG01000054.1_17,6.066e-25,115,12,205,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,40CM-3-55-5,40CM-3-55-5 sp001914815,False,False,True,MNDG01000054.1
WP_157895742.1,MNEU01000029.1_11,1.3590000000000001e-36,149,7,208,Bacteria,CSP1-3,CSP1-3,CSP1-3,13-1-40CM-64-14,13-1-40CM-64-14,13-1-40CM-64-14 sp001917855,False,False,True,MNEU01000029.1
WP_157895742.1,MNIY01000199.1_9,1.2020000000000001e-71,251,6,222,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,UBA11361,UBA11361 sp001919995,False,False,True,MNIY01000199.1
NP_391619.1,MNRZ01000073.1_17,9.875e-29,127,15,210,Bacteria,Bacillota,Bacilli,Acholeplasmatales,Anaeroplasmataceae,CAG-307,CAG-307 sp001916215,False,False,True,MNRZ01000073.1
NP_391619.1,MNUO01000053.1_12,8.511e-71,249,1,234,Bacteria,Desantisbacteria,UBA1551,UBA1551,UBA1559,UBA1559,UBA1559 sp001871015,False,False,True,MNUO01000053.1
NP_391619.1,MNUP01000112.1_5,6.961e-69,243,1,234,Bacteria,Desantisbacteria,UBA1551,UBA1551,UBA1551,UBA1551,UBA1551 sp001871075,False,False,True,MNUP01000112.1
NP_391617.1,MNYV01000096.1_15,1.595e-23,117,5,182,Bacteria,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67 sp001873285,False,True,False,MNYV01000096.1
WP_051482183.1,MPNL01000047.1_5,1.083e-34,144,4,204,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,MPNL01,MPNL01 sp002239005,False,False,True,MPNL01000047.1
WP_157895742.1,MPNN01000003.1_44,1.181e-74,259,7,235,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,Bin127,Bin127,Bin127 sp002239045,False,False,True,MPNN01000003.1
WP_042691587.1,MTKS01000011.1_4,3.163e-15,91,19,193,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Electrothrix,Electrothrix marina,False,True,False,MTKS01000011.1
NP_391617.1,MTLY01000001.1_251,8.945e-29,134,119,475,Archaea,Thermoproteota,Bathyarchaeia,B25,B25,JdFR-11,JdFR-11 sp002011035,False,True,False,MTLY01000001.1
NP_391617.1,MTMI01000012.1_81,1.65e-80,287,78,466,Archaea,Halobacteriota,Archaeoglobi,JdFR-21,JdFR-21,JdFR-21,JdFR-21 sp002011165,False,True,False,MTMI01000012.1
NP_391617.1,MTOQ01000066.1_17,1.051e-56,217,5,333,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,JdFR-81,JdFR-81 sp002011735,False,True,False,MTOQ01000066.1
NP_391617.1,MTOU01000008.1_2,8.483e-25,121,10,357,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,JdFR-85,JdFR-85,JdFR-85 sp002011745,False,True,False,MTOU01000008.1
WP_157895742.1,MUGD01000003.1_46,8.243e-30,130,51,265,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,SM1-50,SM1-50 sp002900555,False,False,True,MUGD01000003.1
WP_157895742.1,MUZY01000232.1_7,3.968e-40,160,5,218,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera sp003266065,False,False,True,MUZY01000232.1
NP_391617.1,MVPY01000092.1_66,1.0810000000000002e-25,124,141,478,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp002067065,False,True,False,MVPY01000092.1
WP_088863145.1,MVPZ01000162.1_4,5.136e-113,381,30,433,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,UBA472,UBA472,UBA472 sp002067045,False,True,False,MVPZ01000162.1
NP_391617.1,MVQY01000059.1_10,2.857e-87,307,129,491,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium A,Methanobacterium A sp002067325,False,True,False,MVQY01000059.1
NP_391619.1,MWBZ01000024.1_22,4.103e-70,247,1,216,Bacteria,Wallbacteria,UBA9980,UBA9980,UBA9980,UBA9980,UBA9980 sp002069765,False,False,True,MWBZ01000024.1
WP_088863145.1,MWTA01000074.1_22,3.5499999999999996e-23,116,22,200,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,UTCFX2,UTCFX2 sp002050125,False,True,False,MWTA01000074.1
WP_088863145.1,MWTA01000083.1_5,8.362e-70,256,127,433,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,UTCFX2,UTCFX2 sp002050125,False,True,False,MWTA01000083.1
WP_088863145.1,MWTB01000031.1_18,1.482e-71,261,32,440,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,UBA12294 sp002050275,False,True,False,MWTB01000031.1
WP_051482183.1,MWTC01000031.1_12,7.806e-74,257,3,225,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp002066995,False,False,True,MWTC01000031.1
WP_051482183.1,MWYU01000746.1_9,7.806e-74,257,3,225,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Segetibacter sp002050375,False,False,True,MWYU01000746.1
WP_051482183.1,MWYV01000035.1_76,3.102e-35,145,19,239,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter sp002050435,False,False,True,MWYV01000035.1
NP_391617.1,MZGW01000003.1_117,5.294e-35,153,29,392,Bacteria,Bacillota A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridium Y,Clostridium Y thermoalcaliphilum,False,True,False,MZGW01000003.1
NP_391619.1,MZGW01000003.1_327,8.625e-33,139,1,207,Bacteria,Bacillota A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridium Y,Clostridium Y thermoalcaliphilum,False,False,True,MZGW01000003.1
WP_051482183.1,NCGN01000008.1_84,1.126e-29,129,4,202,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp002281575,False,False,True,NCGN01000008.1
WP_051482183.1,NCHJ01000014.1_9,9.330000000000001e-79,271,4,225,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp002256765,False,False,True,NCHJ01000014.1
NP_391617.1,NC_000853.1_820,1.8430000000000002e-26,126,5,295,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga maritima,False,True,False,NC_000853.1
NP_391619.1,NC_000868.1_1067,4.12e-27,122,16,210,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus abyssi,False,False,True,NC_000868.1
NP_391617.1,NC_000916.1_1746,7.708e-75,271,1,337,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter thermautotrophicus,False,True,False,NC_000916.1
NP_391617.1,NC_000961.1_777,1.427e-89,314,143,497,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,False,True,False,NC_000961.1
NP_391616.1,NC_000964.3_3846,5.9850000000000004e-21,94,1,43,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,True,False,False,NC_000964.3
NP_391617.1,NC_000964.3_3847,2.027e-310,952,1,448,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,False,True,False,NC_000964.3
NP_391619.1,NC_000964.3_3849,3.212e-152,484,1,239,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,False,False,True,NC_000964.3
NP_391619.1,NC_003030.1_275,5.761e-99,330,1,240,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Clostridium S,Clostridium S acetobutylicum,False,False,True,NC_003030.1
WP_088863145.1,NC_003413.1_658,5.151e-27,128,144,330,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,False,True,False,NC_003413.1
NP_391619.1,NC_004722.1_3323,1.748e-90,306,1,241,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A cereus,False,False,True,NC_004722.1
NP_391619.1,NC_008261.1_282,3.6969999999999996e-88,299,1,241,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,False,False,True,NC_008261.1
NP_391619.1,NC_008346.1_2098,1.843e-97,326,1,241,Bacteria,Bacillota B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei,False,False,True,NC_008346.1
NP_391617.1,NC_008818.1_37,3.326e-26,126,40,356,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Pyrodictiaceae,Hyperthermus,Hyperthermus butylicus,False,True,False,NC_008818.1
WP_042691587.1,NC_009033.1_690,4.005e-28,132,136,327,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Desulfurococcaceae,Staphylothermus,Staphylothermus marinus,False,True,False,NC_009033.1
WP_088863145.1,NC_009437.1_1540,2.977e-19,104,4,91,Bacteria,Bacillota A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor saccharolyticus,False,True,False,NC_009437.1
WP_051482183.1,NC_009437.1_1542,1.0249999999999999e-60,219,1,204,Bacteria,Bacillota A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor saccharolyticus,False,False,True,NC_009437.1
NP_391617.1,NC_009486.1_101,3.683e-24,119,5,273,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,False,True,False,NC_009486.1
WP_088863145.1,NC_009486.1_1460,1.589e-21,111,10,183,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,False,True,False,NC_009486.1
NP_391619.1,NC_009674.1_2178,1.9279999999999998e-91,308,1,241,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A cytotoxicus,False,False,True,NC_009674.1
NP_391619.1,NC_009706.1_2819,6.162e-90,304,1,241,Bacteria,Bacillota A,Clostridia,Clostridiales,Clostridiaceae,Clostridium B,Clostridium B kluyveri,False,False,True,NC_009706.1
NP_391617.1,NC_009718.1_885,2.969e-22,113,7,271,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium nodosum,False,True,False,NC_009718.1
WP_088863145.1,NC_009776.1_503,1.2500000000000001e-30,139,118,316,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Ignicoccaceae,Ignicoccus,Ignicoccus hospitalis,False,True,False,NC_009776.1
NP_391617.1,NC_009776.1_654,1.016e-69,256,20,375,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Ignicoccaceae,Ignicoccus,Ignicoccus hospitalis,False,True,False,NC_009776.1
NP_391619.1,NC_009922.1_2556,6.648e-94,316,1,240,Bacteria,Bacillota A,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus B,Alkaliphilus B oremlandii,False,False,True,NC_009922.1
WP_042691587.1,NC_009954.1_1135,3.7319999999999995e-29,135,130,311,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Caldivirga,Caldivirga maquilingensis,False,True,False,NC_009954.1
NP_391619.1,NC_009954.1_395,5.181e-24,113,29,206,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Caldivirga,Caldivirga maquilingensis,False,False,True,NC_009954.1
WP_088863145.1,NC_010003.1_1054,2.63e-107,365,60,455,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga mobilis,False,True,False,NC_010003.1
WP_088863145.1,NC_010803.1_1956,1.4729999999999998e-23,117,9,194,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium limicola,False,True,False,NC_010803.1
NP_391619.1,NC_011295.1_9,2.526e-97,325,1,240,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,Coprothermobacter proteolyticus,False,False,True,NC_011295.1
WP_088863145.1,NC_011297.1_1729,1.241e-65,243,50,438,Bacteria,Dictyoglomota,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum,False,True,False,NC_011297.1
NP_391619.1,NC_011772.1_3202,3.2819999999999997e-90,305,1,241,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae G,Bacillus A,Bacillus A thuringiensis S,False,False,True,NC_011772.1
WP_157895742.1,NC_011898.1_2179,1.606e-32,138,1,204,Bacteria,Bacillota A,Clostridia,Acetivibrionales,DSM-27016,Ruminiclostridium,Ruminiclostridium cellulolyticum,False,False,True,NC_011898.1
WP_088863145.1,NC_011899.1_445,6.033e-63,235,93,419,Bacteria,Bacillota F,Halanaerobiia,Halanaerobiales,Halothermotrichaceae,Halothermothrix,Halothermothrix orenii,False,True,False,NC_011899.1
NP_391617.1,NC_011978.1_1241,9.624e-14,87,5,217,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana,False,True,False,NC_011978.1
NP_391619.1,NC_011978.1_1517,4.752e-15,87,21,157,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana,False,False,True,NC_011978.1
NP_391617.1,NC_011978.1_1729,2.616e-25,123,5,273,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana,False,True,False,NC_011978.1
WP_051482183.1,NC_012522.1_6689,3.5539999999999997e-82,281,19,242,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus opacus C,False,False,True,NC_012522.1
NP_391619.1,NC_012526.1_1005,1.306e-68,243,1,244,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus deserti,False,False,True,NC_012526.1
WP_042691587.1,NC_012623.1_1858,2.5130000000000003e-26,126,38,215,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus islandicus,False,True,False,NC_012623.1
WP_051482183.1,NC_012669.1_4070,1.571e-43,169,25,226,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae,False,False,True,NC_012669.1
NP_391619.1,NC_012704.1_2078,6.494e-19,98,21,215,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,False,False,True,NC_012704.1
WP_042691587.1,NC_012804.1_863,4.779e-25,122,148,331,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus gammatolerans,False,True,False,NC_012804.1
WP_157895742.1,NC_013158.1_1847,8.456000000000001e-78,269,1,224,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus utahensis,False,False,True,NC_013158.1
WP_051482183.1,NC_013158.1_2381,4.5149999999999995e-53,197,22,225,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,Halorhabdus utahensis,False,False,True,NC_013158.1
NP_391617.1,NC_013407.1_1646,5.320999999999999e-22,113,112,276,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus vulcanius,False,True,False,NC_013407.1
WP_051482183.1,NC_013523.1_183,1.996e-89,302,7,233,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Sphaerobacter,Sphaerobacter thermophilus,False,False,True,NC_013523.1
WP_051482183.1,NC_013729.1_4288,1.893e-82,282,5,228,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella flavida,False,False,True,NC_013729.1
WP_157895742.1,NC_013743.1_2985,1.0079999999999999e-82,283,1,228,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloterrigena,Haloterrigena turkmenica,False,False,True,NC_013743.1
NP_391617.1,NC_013887.1_1575,3.1230000000000004e-20,107,112,287,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp000025525,False,True,False,NC_013887.1
NP_391619.1,NC_013895.2_260,4.9420000000000007e-26,119,1,212,Bacteria,Bacillota A,Clostridia,Saccharofermentanales,Fastidiosipilaceae,Mageeibacillus,Mageeibacillus indolicus,False,False,True,NC_013895.2
NP_391617.1,NC_013926.1_695,1.326e-91,319,63,466,Archaea,Thermoplasmatota,Thermoplasmata,Aciduliprofundales,Aciduliprofundaceae,Aciduliprofundum,Aciduliprofundum boonei,False,True,False,NC_013926.1
WP_051482183.1,NC_013947.1_804,3.5539999999999997e-82,281,17,229,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Stackebrandtia,Stackebrandtia nassauensis,False,False,True,NC_013947.1
WP_042691587.1,NC_014205.1_123,3.18e-27,129,136,327,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,False,True,False,NC_014205.1
NP_391617.1,NC_014216.1_1953,6.891e-23,115,10,326,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,Desulfurivibrio,Desulfurivibrio alkaliphilus,False,True,False,NC_014216.1
WP_157895742.1,NC_014221.1_584,6.403e-72,252,1,227,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera radiovictrix,False,False,True,NC_014221.1
WP_042691587.1,NC_014374.1_529,5.7429999999999996e-27,128,142,333,Archaea,Thermoproteota,Thermoprotei A,Sulfolobales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans,False,True,False,NC_014374.1
NP_391617.1,NC_014408.1_351,3.131e-31,141,89,422,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter marburgensis,False,True,False,NC_014408.1
WP_042691587.1,NC_014537.1_416,6.2720000000000004e-30,137,135,463,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa,False,True,False,NC_014537.1
WP_051482183.1,NC_014652.1_1814,7.483e-61,220,33,236,Bacteria,Bacillota A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor hydrothermalis,False,False,True,NC_014652.1
WP_088863145.1,NC_014652.1_1816,1.266e-18,102,4,91,Bacteria,Bacillota A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor hydrothermalis,False,True,False,NC_014652.1
NP_391617.1,NC_014658.1_1037,7.129e-28,131,112,438,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,Methanothermus fervidus,False,True,False,NC_014658.1
NP_391617.1,NC_014804.1_1337,1.641e-85,302,127,477,Archaea,Methanobacteriota B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus B,Thermococcus B barophilus,False,True,False,NC_014804.1
WP_157895742.1,NC_014828.1_1295,1.05e-76,265,1,230,Bacteria,Bacillota A,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenens,Ethanoligenens harbinense,False,False,True,NC_014828.1
WP_088863145.1,NC_014960.1_1583,5.5460000000000005e-74,268,134,436,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila,False,True,False,NC_014960.1
