query	target	evalue	bits	tstart	tend
NP_391616.1	DEPD01000020.1_10@GCA_002358575.1	3.749E-09	60	5	45
NP_391616.1	MBE3570411.1@GCA_014896555.1	1.253E-07	55	10	45
NP_391616.1	WP_088863144.1@GCF_002214365.1	2.373E-07	55	11	45
NP_391616.1	NPU99521.1@GCA_013177805.1	2.373E-07	55	47	79
NP_391616.1	CAJTZX010000014.1_63@GCA_910584345.1	8.513E-07	53	1	75
NP_391616.1	WP_200891860.1@GCF_000955725.1	2.864E-05	49	10	44
NP_391616.1	WP_042691590.1@GCF_000585495.1	3.944E-05	48	6	42
NP_391616.1	WP_039236236.1@GCF_000812025.2	7.030E-04	45	1	32
NP_391617.1	NP_391617.1@GCF_000009045.1	1.218E-310	952	1	448
NP_391617.1	WP_014115546.1@GCF_000227465.1	1.026E-305	938	1	448
NP_391617.1	WP_044159802.1@GCF_001517105.1	9.058E-295	906	1	448
NP_391617.1	WP_061669075.1@GCF_001584335.1	3.170E-281	867	1	448
NP_391617.1	WP_048622936.1@GCF_001050115.1	6.441E-221	693	1	447
NP_391617.1	WP_039236238.1@GCF_000812025.2	2.075E-160	518	4	444
NP_391617.1	WP_057899878.1@GCF_900099925.1	7.569E-105	357	3	443
NP_391617.1	WP_071869194.1@GCF_001886265.1	2.774E-91	318	34	444
NP_391617.1	WP_071860826.1@GCF_001885905.1	3.789E-91	317	34	444
NP_391617.1	CAJTZX010000014.1_61@GCA_910584345.1	5.176E-91	317	5	449
NP_391617.1	JAJYMC010000030.1_43@GCA_021787335.1	1.256E-87	307	1	447
NP_391617.1	DEPD01000020.1_11@GCA_002358575.1	1.520E-86	304	8	441
NP_391617.1	WP_251861396.1@GCF_943736985.1	7.217E-86	302	4	447
NP_391617.1	JAEXNS010000319.1_4@GCA_023439605.1	3.426E-85	300	39	450
NP_391617.1	OGR43032.1@GCA_001799615.1	3.679E-64	239	49	431
NP_391617.1	WP_012547100.1@GCF_000020965.1	1.129E-60	228	15	445
NP_391617.1	MBU4501214.1@GCA_018894775.1	2.093E-60	228	12	441
NP_391617.1	RKX90989.1@GCA_003645695.1	8.463E-59	223	5	427
NP_391617.1	KAF0125530.1@GCA_009773155.1	9.951E-58	220	8	447
NP_391617.1	RKY97375.1@GCA_003644895.1	6.311E-57	217	5	427
NP_391617.1	MCR3882913.1@GCA_024649985.1	1.589E-56	216	8	420
NP_391617.1	OGR94589.1@GCA_001799995.1	3.999E-56	215	83	425
NP_391617.1	JAGXHG010000008.1_75@GCA_024636345.1	3.442E-55	212	11	428
NP_391617.1	NPU99522.1@GCA_013177805.1	4.681E-55	212	20	455
NP_391617.1	MBN2615025.1@GCA_016936355.1	8.656E-55	211	13	441
NP_391617.1	DHFP01000096.1_4@GCA_002402315.1	2.959E-54	209	101	436
NP_391617.1	WP_012635378.1@GCF_000020485.1	4.023E-54	209	101	432
NP_391617.1	MBZ5555503.1@GCA_020073085.1	5.469E-54	209	1	436
NP_391617.1	PWGO01000119.1_4@GCA_003554525.1	8.668E-53	205	1	438
NP_391617.1	MBA4405573.1@GCA_013824915.1	5.461E-52	203	122	450
NP_391617.1	JAKACU010000115.1_2@GCA_021821185.1	1.370E-51	201	6	429
NP_391617.1	WP_103066830.1@GCF_002895525.1	4.669E-51	200	1	452
NP_391617.1	WP_012208870.1@GCF_000018605.1	6.343E-51	199	1	452
NP_391617.1	MBM4240367.1@GCA_016874685.1	8.618E-51	199	8	444
NP_391617.1	WP_088863145.1@GCF_002214365.1	1.171E-50	199	100	432
NP_391617.1	CAJUHL010000050.1_5@GCA_910586425.1	1.171E-50	199	1	450
NP_391617.1	WP_135821800.1@GCF_004785955.1	7.351E-50	196	16	458
NP_391617.1	MCS7366178.1@GCA_025061245.1	9.984E-50	196	17	397
NP_391617.1	JAEYPF010000013.1_70@GCA_023411115.1	1.356E-49	196	6	443
NP_391617.1	WP_100909441.1@GCF_002813695.1	6.260E-49	194	4	440
NP_391617.1	MBX9590103.1@GCA_019747815.1	5.321E-48	191	9	445
NP_391617.1	MCD6086530.1@GCA_021158525.1	7.223E-48	190	16	432
NP_391617.1	JAEYQZ010000075.1_6@GCA_023409695.1	9.804E-48	190	1	447
NP_391617.1	MCK4234634.1@GCA_023127905.1	1.331E-47	190	11	352
NP_391617.1	MCK5133733.1@GCA_023139045.1	3.326E-47	188	10	431
NP_391617.1	WP_152892022.1@GCF_009295725.1	4.514E-47	188	1	429
NP_391617.1	NPA90847.1@GCA_013154135.1	2.076E-46	186	5	428
NP_391617.1	MBI5460160.1@GCA_016217785.1	2.381E-45	183	4	441
NP_391617.1	WP_048082060.1@GCF_000745485.1	5.939E-45	182	1	437
NP_391617.1	JAEZKE010000161.1_4@GCA_023436175.1	5.939E-45	182	1	437
NP_391617.1	WP_081365612.1@GCF_001881565.1	5.939E-45	182	51	454
NP_391617.1	MBI4877003.1@GCA_016213755.1	8.054E-45	181	9	433
NP_391617.1	PKK86125.1@GCA_002838935.1	8.054E-45	181	86	512
NP_391617.1	CAIPTO010000075.1_8@GCA_903867985.1	2.722E-44	180	4	377
NP_391617.1	WP_048082258.1@GCF_000745485.1	5.004E-44	179	1	444
NP_391617.1	NQT59691.1@GCA_013202335.1	3.104E-43	177	1	435
NP_391617.1	DZCR01000005.1_37@GCA_022736495.1	3.104E-43	177	95	420
NP_391617.1	WP_042691587.1@GCF_000585495.1	4.206E-43	176	45	361
NP_391617.1	DAQK01000012.1_27@GCA_002502855.1	5.700E-43	176	6	442
NP_391617.1	MBU4599034.1@GCA_018902755.1	7.725E-43	175	4	432
NP_391617.1	MBU0516360.1@GCA_018812395.1	8.769E-42	172	7	437
NP_391617.1	JAHECH010000059.1_10@GCA_024641835.1	1.188E-41	172	8	445
NP_391617.1	WP_110336203.1@GCF_003202235.1	3.997E-41	170	120	446
NP_391617.1	MBR3382687.1@GCA_017509785.1	6.108E-40	167	31	434
NP_391617.1	ESE30513.1@GCA_000488855.1	1.514E-39	166	11	440
NP_391617.1	WP_200891844.1@GCF_000955725.1	3.753E-39	164	4	354
NP_391617.1	CAJUKT010000101.1_9@GCA_910587255.1	7.698E-38	160	28	437
NP_391617.1	MBI2266647.1@GCA_016183865.1	2.573E-37	159	19	430
NP_391617.1	WP_028518209.1@GCF_000518765.1	6.357E-37	158	34	436
NP_391617.1	MCD6580089.1@GCA_021162505.1	2.121E-36	156	1	281
NP_391617.1	OPJ55871.1@GCA_002029295.1	3.180E-35	153	29	418
NP_391617.1	PUE00814.1@GCA_003062205.1	4.294E-35	152	3	290
NP_391617.1	BAW30800.1@GCA_003584625.1	5.799E-35	152	124	468
NP_391617.1	UWO13947.1@GCA_025147765.1	1.057E-34	151	1	445
NP_391617.1	KUK00499.1@GCA_001507955.1	1.165E-33	148	123	467
NP_391617.1	WP_161780857.1@GCF_000478275.1	7.028E-33	145	13	358
NP_391617.1	MCD6523049.1@GCA_021162685.1	9.479E-33	145	27	447
NP_391617.1	WP_248564227.1@GCF_023167465.1	1.724E-32	144	123	454
NP_391617.1	DAHH01000004.1_30@GCA_002498385.1	2.325E-32	144	137	473
NP_391617.1	WP_245923795.1@GCF_003264935.1	7.682E-32	142	122	466
NP_391617.1	DACV01000002.1_75@GCA_002494885.1	7.682E-32	142	126	463
NP_391617.1	WP_083772480.1@GCF_000145295.1	1.881E-31	141	89	423
NP_391617.1	VUT23669.1@GCA_902158745.1	8.355E-31	139	118	454
NP_391617.1	MBF8437790.1@GCA_015666175.1	1.516E-30	138	5	313
NP_391617.1	CDG64819.1@GCA_000499765.1	1.516E-30	138	131	468
NP_391617.1	JAEYQZ010000173.1_4@GCA_023409695.1	2.042E-30	138	110	447
NP_391617.1	JAJSAC010000019.1_8@GCA_024274915.1	3.703E-30	137	7	328
NP_391617.1	WP_226891211.1@GCF_014889545.1	4.987E-30	137	89	423
NP_391617.1	RLI29450.1@GCA_003662515.1	4.987E-30	137	113	475
NP_391617.1	ODS41303.1@GCA_001723845.1	6.714E-30	136	110	455
NP_391617.1	WFSI01000020.1_10@GCA_015486105.1	9.039E-30	136	2	328
NP_391617.1	MCE5215092.1@GCA_021372715.1	1.217E-29	136	129	465
NP_391617.1	RLE37253.1@GCA_003650545.1	1.638E-29	135	17	289
NP_391617.1	WP_013826286.1@GCF_000214725.1	2.205E-29	135	141	477
NP_391617.1	HII06985.1@GCA_013329455.1	3.993E-29	134	120	452
NP_391617.1	AXV41011.1@GCA_003491305.1	3.993E-29	134	89	416
NP_391617.1	JAFCEU010000009.1_10@GCA_017608995.1	3.993E-29	134	115	443
NP_391617.1	NOZ87286.1@GCA_013152945.1	5.373E-29	134	20	292
NP_391617.1	MBI3377026.1@GCA_016195565.1	5.373E-29	134	5	357
NP_391617.1	MTLY01000001.1_251@GCA_002011035.1	5.373E-29	134	119	478
NP_391617.1	WP_084689092.1@GCF_000745485.1	7.230E-29	133	110	432
NP_391617.1	DADN01000262.1_8@GCA_002509665.1	7.230E-29	133	110	447
NP_391617.1	MBA3015940.1@GCA_013792005.1	9.727E-29	133	4	345
NP_391617.1	OGW30543.1@GCA_001805105.1	9.727E-29	133	5	357
NP_391617.1	CAJXUM010000617.1_4@GCA_913060855.1	9.727E-29	133	122	460
NP_391617.1	CAJXKN010000010.1_12@GCA_913055585.1	9.727E-29	133	71	436
NP_391617.1	AXV37620.1@GCA_003491285.1	9.727E-29	133	126	452
NP_391617.1	MCM8781387.1@GCA_023818905.1	1.760E-28	132	17	334
NP_391617.1	UCD04169.1@GCA_020343615.1	2.368E-28	132	113	475
NP_391617.1	OLS18725.1@GCA_001940665.1	2.368E-28	132	127	501
NP_391617.1	JAEOUO010000002.1_83@GCA_016839265.1	2.368E-28	132	127	496
NP_391617.1	WP_013414102.1@GCF_000166095.1	4.282E-28	131	112	438
NP_391617.1	JAEZKE010000081.1_7@GCA_023436175.1	4.282E-28	131	123	460
NP_391617.1	NPA85499.1@GCA_013154085.1	5.758E-28	130	115	445
NP_391617.1	RJR18752.1@GCA_003599025.1	7.742E-28	130	7	328
NP_391617.1	MBI4849756.1@GCA_016213945.1	7.742E-28	130	7	328
NP_391617.1	HBT95117.1@GCA_003509825.1	7.742E-28	130	59	383
NP_391617.1	CACZOU010000054.1_11@GCA_902782945.1	7.742E-28	130	124	460
NP_391617.1	MBM4240379.1@GCA_016874685.1	7.742E-28	130	127	467
NP_391617.1	WP_180271084.1@GCF_002742685.1	1.041E-27	130	32	409
NP_391617.1	PWHA01000114.1_4@GCA_003554685.1	1.399E-27	129	5	309
NP_391617.1	QKIH01000086.1_16@GCA_003249645.1	1.399E-27	129	5	325
NP_391617.1	JAEORX010000098.1_10@GCA_016840685.1	1.399E-27	129	115	457
NP_391617.1	MBI5058075.1@GCA_016214845.1	1.881E-27	129	7	328
NP_391617.1	GBE57436.1@GCA_002897715.1	2.528E-27	128	21	287
NP_391617.1	MBI4007545.1@GCA_016198835.1	2.528E-27	128	6	330
NP_391617.1	JAEYPF010000001.1_121@GCA_023411115.1	2.528E-27	128	123	459
NP_391617.1	MBI4682613.1@GCA_016208905.1	3.397E-27	128	7	328
NP_391617.1	MBI4684033.1@GCA_016208915.1	3.397E-27	128	5	332
NP_391617.1	DAGJ01000018.1_12@GCA_002495685.1	3.397E-27	128	122	457
NP_391617.1	WP_064012299.1@GCF_001644665.1	4.565E-27	128	6	270
NP_391617.1	OGW27487.1@GCA_001803645.1	4.565E-27	128	5	332
NP_391617.1	WP_209625108.1@GCF_017873625.1	4.565E-27	128	110	447
NP_391617.1	DAJU01000010.1_63@GCA_002499005.1	6.134E-27	127	114	485
NP_391617.1	MBI5408387.1@GCA_016217725.1	8.242E-27	127	7	328
NP_391617.1	MBS3051474.1@GCA_018304605.1	1.107E-26	126	30	274
NP_391617.1	WP_004080828.1@GCF_000008545.1	1.107E-26	126	5	295
NP_391617.1	WGAO01000091.1_33@GCA_015489065.1	1.107E-26	126	10	307
NP_391617.1	JAGVNU010000076.1_118@GCA_020053105.1	1.107E-26	126	7	328
NP_391617.1	WP_083240871.1@GCF_002287175.1	1.107E-26	126	110	447
NP_391617.1	WP_136805459.1@GCF_005116655.2	1.487E-26	126	5	346
NP_391617.1	GBD95197.1@GCA_002897895.1	1.487E-26	126	7	348
NP_391617.1	GBE31672.1@GCA_002897855.1	1.487E-26	126	7	348
NP_391617.1	NAZ13599.1@GCA_009903825.1	1.487E-26	126	114	464
NP_391617.1	DAVZ01000067.1_37@GCA_002505765.1	1.487E-26	126	126	462
NP_391617.1	WP_014451726.1@GCF_000235405.2	1.998E-26	126	6	270
NP_391617.1	WANW01000019.1_15@GCA_015521615.1	1.998E-26	126	5	344
NP_391617.1	RJR14824.1@GCA_003599025.1	1.998E-26	126	7	328
NP_391617.1	WP_011821232.1@GCF_000015145.1	1.998E-26	126	40	356
NP_391617.1	JAEZRD010000072.1_11@GCA_023440975.1	1.998E-26	126	124	459
NP_391617.1	MBD3379959.1@GCA_014728075.1	3.603E-26	125	21	349
NP_391617.1	RLE98968.1@GCA_003650815.1	3.603E-26	125	121	454
NP_391617.1	WP_224425560.1@GCF_020148105.1	3.603E-26	125	135	477
NP_391617.1	WP_101513230.1@GCF_002865985.1	4.838E-26	124	5	295
NP_391617.1	MBM4135468.1@GCA_016873575.1	4.838E-26	124	4	346
NP_391617.1	MCE4611954.1@GCA_015523465.1	4.838E-26	124	27	354
NP_391617.1	MBQ38951.1@GCA_002726335.1	4.838E-26	124	10	331
NP_391617.1	WP_019267131.1@GCF_023617305.1	4.838E-26	124	121	456
NP_391617.1	MBS7650513.1@GCA_018396915.1	4.838E-26	124	127	458
NP_391617.1	KXH72834.1@GCA_001563325.1	6.496E-26	124	120	496
NP_391617.1	PLXT01000120.1_6@GCA_003151535.1	8.721E-26	124	110	441
NP_391617.1	JAGVGM010000127.1_6@GCA_020057065.1	1.171E-25	123	7	328
NP_391617.1	QJVM01000236.1_5@GCA_003235715.1	1.171E-25	123	7	358
NP_391617.1	WP_015920165.1@GCF_000018945.1	1.571E-25	123	5	295
NP_391617.1	DBFQ01000102.1_1@GCA_002294665.1	1.571E-25	123	5	420
NP_391617.1	MBD3350147.1@GCA_014729055.1	1.571E-25	123	104	467
NP_391617.1	WP_038054060.1@GCF_000784835.1	2.109E-25	123	5	295
NP_391617.1	MBI4698467.1@GCA_016208845.1	2.109E-25	123	7	334
NP_391617.1	MCE4603062.1@GCA_015523445.1	2.109E-25	123	23	354
NP_391617.1	WP_013644652.1@GCF_000191585.1	2.109E-25	123	126	457
NP_391617.1	MBO8160861.1@GCA_017656345.1	2.830E-25	122	9	275
NP_391617.1	MCD6505726.1@GCA_021162805.1	2.830E-25	122	111	291
NP_391617.1	JALNKM010000009.1_28@GCA_023268155.1	2.830E-25	122	118	442
NP_391617.1	KXH73049.1@GCA_001563335.1	2.830E-25	122	115	457
NP_391617.1	UCC28473.1@GCA_020344715.1	2.830E-25	122	119	473
NP_391617.1	UCH05925.1@GCA_020355105.1	2.830E-25	122	119	486
NP_391617.1	WP_207566512.1@GCF_017358165.1	3.798E-25	122	9	300
NP_391617.1	MCD6552327.1@GCA_021162145.1	3.798E-25	122	5	295
NP_391617.1	TAL23842.1@GCA_004298625.1	3.798E-25	122	5	357
NP_391617.1	NWF97957.1@GCA_013388435.1	3.798E-25	122	5	326
NP_391617.1	WP_015232368.1@GCF_000317795.1	3.798E-25	122	135	494
NP_391617.1	JAEOUN010000107.1_32@GCA_016839245.1	3.798E-25	122	115	458
NP_391617.1	MTOU01000008.1_2@GCA_002011745.1	5.096E-25	121	4	357
NP_391617.1	CAKKRL010000166.1_4@GCA_919902655.1	5.096E-25	121	6	327
NP_391617.1	MCL7401984.1@GCA_023539395.1	5.096E-25	121	118	442
NP_391617.1	HIP65275.1@GCA_015662475.1	5.096E-25	121	117	446
NP_391617.1	WP_101511207.1@GCF_002866025.1	6.837E-25	121	5	314
NP_391617.1	CAKTVX010000007.1_89@GCA_934630525.1	6.837E-25	121	8	331
NP_391617.1	RLE93484.1@GCA_003649445.1	6.837E-25	121	121	455
NP_391617.1	JAGVMV010000042.1_17@GCA_020053595.1	9.171E-25	121	21	287
NP_391617.1	WP_066795918.1@GCF_001663375.1	9.171E-25	121	126	453
NP_391617.1	UTB32912.1@GCA_024167805.1	9.171E-25	121	126	457
NP_391617.1	MTK63341.1@GCA_009712615.1	1.650E-24	120	126	457
NP_391617.1	WP_077197862.1@GCF_001990485.1	2.213E-24	119	9	313
NP_391617.1	WP_011942805.1@GCF_000016785.1	2.213E-24	119	5	317
NP_391617.1	MCE4607424.1@GCA_015522625.1	2.213E-24	119	40	356
NP_391617.1	MBI5098134.1@GCA_016215115.1	2.967E-24	119	7	328
NP_391617.1	WP_245634930.1@GCF_001639285.1	2.967E-24	119	127	463
NP_391617.1	JAJYOG010000003.1_79@GCA_021785935.1	3.978E-24	119	22	319
NP_391617.1	DHHC01000012.1_16@GCA_002403095.1	3.978E-24	119	20	357
NP_391617.1	DAXV01000046.1_4@GCA_002506595.1	3.978E-24	119	135	464
NP_391617.1	MBF0432939.1@GCA_015232855.1	5.333E-24	118	3	328
NP_391617.1	DFBG01000066.1_3@GCA_002367305.1	5.333E-24	118	115	433
NP_391617.1	JAFDTP010000036.1_8@GCA_019594195.1	7.149E-24	118	5	309
NP_391617.1	MCE4624067.1@GCA_015523575.1	7.149E-24	118	40	356
NP_391617.1	ESQ26557.1@GCA_000495735.1	7.149E-24	118	43	359
NP_391617.1	WP_013266445.1@GCF_000144915.1	7.149E-24	118	138	467
NP_391617.1	OIP63802.1@GCA_001873285.1	9.582E-24	117	5	330
NP_391617.1	WAPN01000024.1_90@GCA_015520735.1	9.582E-24	117	126	460
NP_391617.1	HIQ03235.1@GCA_015661855.1	9.582E-24	117	116	485
NP_391617.1	WP_069807198.1@GCF_001748385.1	1.284E-23	117	131	464
NP_391617.1	MCE4624895.1@GCA_015521115.1	1.284E-23	117	134	466
NP_391617.1	WP_117354435.1@GCF_003431325.1	1.284E-23	117	142	471
NP_391617.1	MBO8139141.1@GCA_017656335.1	1.721E-23	117	9	268
NP_391617.1	JAGDXI010000018.1_39@GCA_023256325.1	1.721E-23	117	134	463
NP_391617.1	MBV5318882.1@GCA_019163135.1	2.306E-23	116	5	326
NP_391617.1	PIE56374.1@GCA_002748735.1	2.306E-23	116	4	326
NP_391617.1	UJS19513.1@GCA_021650915.1	2.306E-23	116	28	301
NP_391617.1	WAQM01000061.1_3@GCA_015520245.1	2.306E-23	116	40	352
NP_391617.1	MCC7566029.1@GCA_020854755.1	3.090E-23	116	45	366
NP_391617.1	WP_148202215.1@GCF_000017945.1	3.090E-23	116	118	451
NP_391617.1	PMP59570.1@GCA_002877855.1	3.090E-23	116	134	463
NP_391617.1	MCS7202699.1@GCA_025060475.1	4.139E-23	115	9	315
NP_391617.1	GBC96309.1@GCA_002898895.1	4.139E-23	115	18	314
NP_391617.1	WP_076712949.1@GCF_001968985.1	5.544E-23	115	6	346
NP_391617.1	WP_072973795.1@GCF_900128955.1	5.544E-23	115	50	390
NP_391617.1	JALNLN010000012.1_53@GCA_023267855.1	5.544E-23	115	118	442
NP_391617.1	ASPF01000032.1_15@GCA_000405685.1	5.544E-23	115	143	467
NP_391617.1	MCE4628081.1@GCA_015521185.1	5.544E-23	115	134	462
NP_391617.1	WP_010877387.1@GCF_000008645.1	7.426E-23	115	1	322
NP_391617.1	PIVU01000006.1_31@GCA_003354025.1	7.426E-23	115	12	333
NP_391617.1	PXF53680.1@GCA_003194435.1	7.426E-23	115	22	316
NP_391617.1	ESQ26681.1@GCA_000495735.1	7.426E-23	115	102	431
NP_391617.1	RLE87782.1@GCA_003650785.1	7.426E-23	115	119	453
NP_391617.1	MCE4609720.1@GCA_015521095.1	7.426E-23	115	135	459
NP_391617.1	WP_080460757.1@GCF_002072215.1	7.426E-23	115	126	517
NP_391617.1	MCD6196635.1@GCA_021157925.1	9.945E-23	114	128	457
NP_391617.1	MCE4619730.1@GCA_015521175.1	9.945E-23	114	139	467
NP_391617.1	WP_241685564.1@GCF_004117075.1	1.332E-22	114	7	273
NP_391617.1	WP_052951936.1@GCF_001006285.1	1.332E-22	114	29	389
NP_391617.1	NPA62403.1@GCA_013153845.1	1.332E-22	114	107	463
NP_391617.1	RLE60690.1@GCA_003649225.1	1.332E-22	114	114	448
NP_391617.1	WP_081245845.1@GCF_002077075.2	1.332E-22	114	131	464
NP_391617.1	PJET01000181.1_7@GCA_002825515.1	1.332E-22	114	115	458
NP_391617.1	JAEOUL010000317.1_5@GCA_016839345.1	1.332E-22	114	115	458
NP_391617.1	WP_244987871.1@GCF_019669925.1	1.332E-22	114	126	533
NP_391617.1	MBL4614265.1@GCA_016763255.1	1.783E-22	113	1	243
NP_391617.1	WP_011994030.1@GCF_000017545.1	1.783E-22	113	7	271
NP_391617.1	MCS7126462.1@GCA_025058515.1	1.783E-22	113	118	442
NP_391617.1	WP_188603119.1@GCF_014646555.1	1.783E-22	113	131	464
NP_391617.1	MCD6488530.1@GCA_021163115.1	1.783E-22	113	130	471
NP_391617.1	MCE4606389.1@GCA_015522645.1	1.783E-22	113	121	458
NP_391617.1	WP_058371195.1@GCF_001462395.1	1.783E-22	113	137	465
NP_391617.1	WAOO01000103.1_3@GCA_015521195.1	1.783E-22	113	128	458
NP_391617.1	WP_116669719.1@GCF_003111605.1	2.387E-22	113	117	447
NP_391617.1	NSW80217.1@GCA_013314755.1	3.196E-22	113	21	314
NP_391617.1	WP_200285495.1@GCF_016583795.1	3.196E-22	113	18	336
NP_391617.1	MCD4774836.1@GCA_021108005.1	3.196E-22	113	3	342
NP_391617.1	WP_015733719.1@GCF_000024625.1	3.196E-22	113	112	468
NP_391617.1	MCE4607594.1@GCA_015522625.1	3.196E-22	113	145	474
NP_391617.1	MCL4344314.1@GCA_023381255.1	3.196E-22	113	150	493
NP_391617.1	RJS74164.1@GCA_003601795.1	4.278E-22	112	22	316
NP_391617.1	WP_232085572.1@GCF_013340765.1	4.278E-22	112	134	462
NP_391617.1	WP_054858712.1@GCF_001316325.1	5.726E-22	112	31	232
NP_391617.1	MCS6831264.1@GCA_025054895.1	5.726E-22	112	18	314
NP_391617.1	DAQY01000028.1_69@GCA_002503105.1	5.726E-22	112	115	470
NP_391617.1	RUM47282.1@GCA_003978665.1	5.726E-22	112	124	461
NP_391617.1	WP_072759027.1@GCF_900143265.1	7.662E-22	111	6	272
NP_391617.1	NLH12091.1@GCA_012516935.1	7.662E-22	111	22	342
NP_391617.1	WP_021431934.1@GCF_019916025.1	7.662E-22	111	9	390
NP_391617.1	CADBUL010000001.1_5@GCA_902797875.1	7.662E-22	111	121	412
NP_391617.1	WP_013335538.1@GCF_000148385.1	7.662E-22	111	131	464
NP_391617.1	MBN1273511.1@GCA_016927475.1	1.025E-21	111	37	249
NP_391617.1	MCK5037290.1@GCA_023136985.1	1.025E-21	111	5	341
NP_391617.1	SLOV01000337.1_10@GCA_007132345.1	1.025E-21	111	23	319
NP_391617.1	JAHELQ010000767.1_2@GCA_024644125.1	1.025E-21	111	118	385
NP_391617.1	JAGDWP010000102.1_5@GCA_023269855.1	1.025E-21	111	121	445
NP_391617.1	WP_088540132.1@GCF_002208625.1	1.025E-21	111	126	491
NP_391617.1	WP_225807254.1@GCF_020386975.1	1.025E-21	111	124	454
NP_391617.1	MCG2863623.1@GCA_022014875.1	1.372E-21	111	131	464
NP_391617.1	WP_013142470.1@GCF_000092465.1	1.372E-21	111	132	460
NP_391617.1	JACZYU010000084.1_7@GCA_022570935.1	1.372E-21	111	9	350
NP_391617.1	MBU36370.1@GCA_002730315.1	1.372E-21	111	9	350
NP_391617.1	WP_231556057.1@GCF_000018945.1	1.835E-21	110	2	269
NP_391617.1	WP_069293014.1@GCF_001719065.1	1.835E-21	110	5	294
NP_391617.1	MBR7091610.1@GCA_017518415.1	1.835E-21	110	111	377
NP_391617.1	MCD6510689.1@GCA_021162845.1	1.835E-21	110	125	451
NP_391617.1	RLG76018.1@GCA_003661745.1	1.835E-21	110	121	479
NP_391617.1	DAXS01000038.1_26@GCA_002506515.1	1.835E-21	110	126	453
NP_391617.1	MBO5804331.1@GCA_017630155.1	2.455E-21	110	4	325
NP_391617.1	MBP6919872.1@GCA_017992455.1	2.455E-21	110	4	304
NP_391617.1	WAOK01000034.1_10@GCA_015521325.1	2.455E-21	110	127	455
NP_391617.1	RLF29095.1@GCA_003649695.1	2.455E-21	110	124	452
NP_391617.1	MBI5665587.1@GCA_016222915.1	3.284E-21	109	7	221
NP_391617.1	NPA96058.1@GCA_013154235.1	3.284E-21	109	121	479
NP_391617.1	MCD6323519.1@GCA_021160415.1	3.284E-21	109	131	498
NP_391617.1	MBW3623061.1@GCA_019348365.1	4.391E-21	109	31	319
NP_391617.1	WP_075049472.1@GCF_001481685.1	4.391E-21	109	119	447
NP_391617.1	WP_042707898.1@GCF_000621965.1	4.391E-21	109	126	463
NP_391617.1	WP_011838960.1@GCF_000015945.1	4.391E-21	109	132	460
NP_391617.1	WP_232085433.1@GCF_013340765.1	4.391E-21	109	122	450
NP_391617.1	CAJXKT010000025.1_18@GCA_913055705.1	4.391E-21	109	31	372
NP_391617.1	WP_013604499.1@GCF_000190315.1	5.872E-21	109	131	464
NP_391617.1	PWEJ01000066.1_11@GCA_003553485.1	7.852E-21	108	5	335
NP_391617.1	HDP95339.1@GCA_011049425.1	7.852E-21	108	9	326
NP_391617.1	DDUX01000147.1_4@GCA_002345025.1	7.852E-21	108	56	362
NP_391617.1	MCC6016947.1@GCA_020832925.1	7.852E-21	108	128	459
NP_391617.1	DAHE01000012.1_73@GCA_002508315.1	7.852E-21	108	126	459
NP_391617.1	CAJKRH010000017.1_40@GCA_905202255.1	1.050E-20	108	8	349
NP_391617.1	WYEM01000093.1_19@GCA_009903775.1	1.050E-20	108	120	448
NP_391617.1	WP_040681631.1@GCF_000320505.1	1.050E-20	108	126	463
NP_391617.1	MCE4615197.1@GCA_015522635.1	1.050E-20	108	121	458
NP_391617.1	WP_231855760.1@GCF_001592435.1	1.050E-20	108	156	486
NP_391617.1	MBN1563808.1@GCA_016929355.1	1.403E-20	108	8	295
NP_391617.1	MBN1383976.1@GCA_016928195.1	1.403E-20	108	18	311
NP_391617.1	MCE4621862.1@GCA_015523485.1	1.403E-20	108	128	456
NP_391617.1	WP_232203732.1@GCF_000018305.1	1.403E-20	108	122	449
NP_391617.1	JAGDXD010000043.1_86@GCA_023256255.1	1.403E-20	108	126	453
NP_391617.1	MCD6444503.1@GCA_021161255.1	1.403E-20	108	129	458
NP_391617.1	MBS1257247.1@GCA_018263435.1	1.403E-20	108	9	350
NP_391617.1	PMNO01000501.1_1@GCA_003161835.1	1.876E-20	107	2	315
NP_391617.1	MBN1978808.1@GCA_016931785.1	1.876E-20	107	35	341
NP_391617.1	WP_211251521.1@GCF_000784355.1	1.876E-20	107	78	370
NP_391617.1	WANQ01000030.1_34@GCA_015521735.1	1.876E-20	107	128	456
NP_391617.1	DBFQ01000065.1_3@GCA_002294665.1	2.507E-20	107	35	247
NP_391617.1	RLI89909.1@GCA_003663055.1	2.507E-20	107	109	431
NP_391617.1	WP_068324828.1@GCF_001577775.1	2.507E-20	107	148	478
NP_391617.1	MBN1823206.1@GCA_016930715.1	3.350E-20	106	16	274
NP_391617.1	ADM28611.1@GCA_000145985.1	3.350E-20	106	123	449
NP_391617.1	RLE99813.1@GCA_003649515.1	3.350E-20	106	120	446
NP_391617.1	JAGDXC010000003.1_27@GCA_023269935.1	3.350E-20	106	94	459
NP_391617.1	NHV96704.1@GCA_011605775.1	3.350E-20	106	115	468
NP_391617.1	WP_068577252.1@GCF_002214605.1	3.350E-20	106	128	458
NP_391617.1	WP_184619032.1@GCF_014201655.1	4.477E-20	106	9	291
